"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","sample_location"
2911,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole","C11 H12 O3",0.21,192.07868,193.08597,16.692,"sc023"
6608,"4-methyl-2,3-dihydro-1H-pyrrolo[3,4-c]quinoline-1,3-dione","C12 H8 N2 O2",-0.07,212.05856,213.06584,9.823,"sc020"
7102,"4-phenylfentanyl","C28 H32 N2 O",-3.09,412.25019,413.25747,23.158,"sc007"
8901,"4-phenylfentanyl","C28 H32 N2 O",-2.97,412.25024,413.25752,23.055,"sc009"
8901,"4-phenylfentanyl","C28 H32 N2 O",-2.97,412.25024,413.25752,23.055,"sc016"
8901,"4-phenylfentanyl","C28 H32 N2 O",-2.97,412.25024,413.25752,23.055,"sc018"
7102,"4-phenylfentanyl","C28 H32 N2 O",-3.09,412.25019,413.25747,23.158,"sc023"
2797,"4-piperidin-4-ylbutal","C9 H17 N O",0.4,155.13108,156.13835,2.333,"sc003"
2797,"4-piperidin-4-ylbutal","C9 H17 N O",0.4,155.13108,156.13835,2.333,"sc004"
2797,"4-piperidin-4-ylbutal","C9 H17 N O",0.4,155.13108,156.13835,2.333,"sc007"
5908,"4-piperidin-4-ylbutal","C9 H17 N O",0.38,155.13107,156.13835,9.784,"sc008"
2797,"4-piperidin-4-ylbutal","C9 H17 N O",0.4,155.13108,156.13835,2.333,"sc010"
2797,"4-piperidin-4-ylbutal","C9 H17 N O",0.4,155.13108,156.13835,2.333,"sc014"
2797,"4-piperidin-4-ylbutal","C9 H17 N O",0.4,155.13108,156.13835,2.333,"sc015"
5908,"4-piperidin-4-ylbutal","C9 H17 N O",0.38,155.13107,156.13835,9.784,"sc016"
8132,"4-piperidin-4-ylbutal","C9 H17 N O",0.44,155.13108,156.13836,2.783,"sc018"
2797,"4-piperidin-4-ylbutal","C9 H17 N O",0.4,155.13108,156.13835,2.333,"sc020"
2797,"4-piperidin-4-ylbutal","C9 H17 N O",0.4,155.13108,156.13835,2.333,"sc023"
1306,"4-styrylpyridine","C13 H11 N",0.37,181.08922,182.09649,7.396,"sc003"
1306,"4-styrylpyridine","C13 H11 N",0.37,181.08922,182.09649,7.396,"sc004"
2326,"4-styrylpyridine","C13 H11 N",0.36,181.08921,182.09649,8.959,"sc007"
2326,"4-styrylpyridine","C13 H11 N",0.36,181.08921,182.09649,8.959,"sc008"
2326,"4-styrylpyridine","C13 H11 N",0.36,181.08921,182.09649,8.959,"sc014"
1306,"4-styrylpyridine","C13 H11 N",0.37,181.08922,182.09649,7.396,"sc015"
2326,"4-styrylpyridine","C13 H11 N",0.36,181.08921,182.09649,8.959,"sc016"
1306,"4-styrylpyridine","C13 H11 N",0.37,181.08922,182.09649,7.396,"sc020"
2326,"4-styrylpyridine","C13 H11 N",0.36,181.08921,182.09649,8.959,"sc023"
9718,"4-{5-[(3S)-1-Isopropyl-3-pyrrolidinyl]-1,3,4-oxadiazol-2-yl}pyridine","C14 H18 N4 O",-4.97,258.14678,259.15406,16.15,"sc001"
4211,"5'-Methylthioadenosine","C11 H15 N5 O3 S",0.52,297.08971,298.09699,6.787,"sc003"
4211,"5'-Methylthioadenosine","C11 H15 N5 O3 S",0.52,297.08971,298.09699,6.787,"sc004"
4211,"5'-Methylthioadenosine","C11 H15 N5 O3 S",0.52,297.08971,298.09699,6.787,"sc007"
4211,"5'-Methylthioadenosine","C11 H15 N5 O3 S",0.52,297.08971,298.09699,6.787,"sc014"
7992,"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","C21 H36 O2",0.46,320.27168,321.27895,19.391,"sc010"
2272,"5,6-Benzoflavone","C19 H12 O2",-1.91,272.08321,295.07245,6.916,"sc007"
6623,"5,6-Dimethyl-3-(3-methyl-1-phenyl-1H-pyrazol-5-yl)-2-thioxo-2,3-dihydrothieno[2,3-d]pyrimidin-4(1H)-one","C18 H16 N4 O S2",0.96,368.07691,369.08418,12.486,"sc001"
2083,"5,6-Dimethylbenzimidazole","C9 H10 N2",0.57,146.08448,147.09176,7.819,"sc007"
2083,"5,6-Dimethylbenzimidazole","C9 H10 N2",0.57,146.08448,147.09176,7.819,"sc008"
8746,"5-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-4-(3-methoxypropyl)-4H-1,2,4-triazole-3-thiol","C12 H19 N5 O S",-2.01,281.13046,282.13774,15.784,"sc001"
8746,"5-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-4-(3-methoxypropyl)-4H-1,2,4-triazole-3-thiol","C12 H19 N5 O S",-2.01,281.13046,282.13774,15.784,"sc005"
8746,"5-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-4-(3-methoxypropyl)-4H-1,2,4-triazole-3-thiol","C12 H19 N5 O S",-2.01,281.13046,282.13774,15.784,"sc010"
8746,"5-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-4-(3-methoxypropyl)-4H-1,2,4-triazole-3-thiol","C12 H19 N5 O S",-2.01,281.13046,282.13774,15.784,"sc011"
8746,"5-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-4-(3-methoxypropyl)-4H-1,2,4-triazole-3-thiol","C12 H19 N5 O S",-2.01,281.13046,282.13774,15.784,"sc017"
8746,"5-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-4-(3-methoxypropyl)-4H-1,2,4-triazole-3-thiol","C12 H19 N5 O S",-2.01,281.13046,282.13774,15.784,"sc018"
8746,"5-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-4-(3-methoxypropyl)-4H-1,2,4-triazole-3-thiol","C12 H19 N5 O S",-2.01,281.13046,282.13774,15.784,"solution"
7981,"5-(2,3-dihydro-1H-inden-5-yl)-2-methyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine","C17 H14 F3 N3",-4.65,317.11251,318.11978,7.214,"sc003"
7981,"5-(2,3-dihydro-1H-inden-5-yl)-2-methyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine","C17 H14 F3 N3",-4.65,317.11251,318.11978,7.214,"sc004"
7981,"5-(2,3-dihydro-1H-inden-5-yl)-2-methyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine","C17 H14 F3 N3",-4.65,317.11251,318.11978,7.214,"sc020"
6319,"5-Aminouracil","C4 H5 N3 O2",0.92,127.03829,128.04557,4.94,"sc007"
2618,"5-Aminovaleric acid","C5 H11 N O2",1.2,117.07912,118.0864,1.225,"sc001"
2618,"5-Aminovaleric acid","C5 H11 N O2",1.2,117.07912,118.0864,1.225,"sc002"
2618,"5-Aminovaleric acid","C5 H11 N O2",1.2,117.07912,118.0864,1.225,"sc003"
2618,"5-Aminovaleric acid","C5 H11 N O2",1.2,117.07912,118.0864,1.225,"sc004"
2618,"5-Aminovaleric acid","C5 H11 N O2",1.2,117.07912,118.0864,1.225,"sc005"
2618,"5-Aminovaleric acid","C5 H11 N O2",1.2,117.07912,118.0864,1.225,"sc007"
2618,"5-Aminovaleric acid","C5 H11 N O2",1.2,117.07912,118.0864,1.225,"sc010"
2618,"5-Aminovaleric acid","C5 H11 N O2",1.2,117.07912,118.0864,1.225,"sc011"
2618,"5-Aminovaleric acid","C5 H11 N O2",1.2,117.07912,118.0864,1.225,"sc017"
2618,"5-Aminovaleric acid","C5 H11 N O2",1.2,117.07912,118.0864,1.225,"sc018"
2618,"5-Aminovaleric acid","C5 H11 N O2",1.2,117.07912,118.0864,1.225,"sc023"
2080,"5-Hydroxy-4-{(2R)-6-hydroxy-5-[(3E)-4-methyl-6-(2,6,6-trimethyl-1-cyclohexen-1-yl)-3-hexen-1-yl]-5,6-dihydro-2H-pyran-2-yl}-2(5H)-furanone","C25 H36 O5",0.15,416.25634,417.26361,16.37,"sc004"
1022,"5-Hydroxymebendazole","C16 H15 N3 O3",0.43,297.11147,298.11874,11.242,"sc003"
1022,"5-Hydroxymebendazole","C16 H15 N3 O3",0.43,297.11147,298.11874,11.242,"sc004"
1022,"5-Hydroxymebendazole","C16 H15 N3 O3",0.43,297.11147,298.11874,11.242,"sc008"
1022,"5-Hydroxymebendazole","C16 H15 N3 O3",0.43,297.11147,298.11874,11.242,"sc016"
1022,"5-Hydroxymebendazole","C16 H15 N3 O3",0.43,297.11147,298.11874,11.242,"sc020"
7050,"5-Methoxy-1H-benzimidazole","C8 H8 N2 O",0.55,148.06374,149.07102,3.683,"sc009"
7050,"5-Methoxy-1H-benzimidazole","C8 H8 N2 O",0.55,148.06374,149.07102,3.683,"sc014"
7174,"5-Methoxy-1H-benzimidazole","C8 H8 N2 O",0.66,148.06376,149.07104,5.915,"sc015"
2287,"5-Methoxyindole","C9 H9 N O",0.6,147.0685,148.07578,10.13,"sc003"
2287,"5-Methoxyindole","C9 H9 N O",0.6,147.0685,148.07578,10.13,"sc004"
2287,"5-Methoxyindole","C9 H9 N O",0.6,147.0685,148.07578,10.13,"sc005"
2287,"5-Methoxyindole","C9 H9 N O",0.6,147.0685,148.07578,10.13,"sc008"
2287,"5-Methoxyindole","C9 H9 N O",0.6,147.0685,148.07578,10.13,"sc009"
2287,"5-Methoxyindole","C9 H9 N O",0.6,147.0685,148.07578,10.13,"sc014"
2287,"5-Methoxyindole","C9 H9 N O",0.6,147.0685,148.07578,10.13,"sc015"
2287,"5-Methoxyindole","C9 H9 N O",0.6,147.0685,148.07578,10.13,"sc016"
2287,"5-Methoxyindole","C9 H9 N O",0.6,147.0685,148.07578,10.13,"sc020"
2287,"5-Methoxyindole","C9 H9 N O",0.6,147.0685,148.07578,10.13,"sc023"
1549,"5-Phenylvaleric acid","C11 H14 O2",0.29,178.09943,179.10671,17.539,"sc010"
1549,"5-Phenylvaleric acid","C11 H14 O2",0.29,178.09943,179.10671,17.539,"sc011"
7758,"5-amino-1-phenyl-1H-pyrazole-4-carbonitrile","C10 H8 N4",0.25,184.07494,185.08222,10.679,"sc003"
7758,"5-amino-1-phenyl-1H-pyrazole-4-carbonitrile","C10 H8 N4",0.25,184.07494,185.08222,10.679,"sc004"
7758,"5-amino-1-phenyl-1H-pyrazole-4-carbonitrile","C10 H8 N4",0.25,184.07494,185.08222,10.679,"sc007"
7758,"5-amino-1-phenyl-1H-pyrazole-4-carbonitrile","C10 H8 N4",0.25,184.07494,185.08222,10.679,"sc008"
1527,"5-hydroxy-2-(4-hydroxyphenyl)-8,8-dimethyl-4H,8H-pyrano[3,2-g]chromen-4-one","C20 H16 O5",3.29,336.10088,337.10815,14.73,"sc015"
1527,"5-hydroxy-2-(4-hydroxyphenyl)-8,8-dimethyl-4H,8H-pyrano[3,2-g]chromen-4-one","C20 H16 O5",3.29,336.10088,337.10815,14.73,"sc016"
1527,"5-hydroxy-2-(4-hydroxyphenyl)-8,8-dimethyl-4H,8H-pyrano[3,2-g]chromen-4-one","C20 H16 O5",3.29,336.10088,337.10815,14.73,"sc018"
2971,"5-methoxy-8,8-dimethyl-2-phenyl-4H,8H-pyrano[2,3-h]chromen-4-one","C21 H18 O4",3.15,334.12156,335.12884,15.027,"sc016"
2123,"5-methyl-3-(2-morpholino-2-oxoethyl)-1,3-benzoxazol-2(3H)-one","C14 H16 N2 O4",0.25,276.11108,277.11835,10.067,"sc014"
2123,"5-methyl-3-(2-morpholino-2-oxoethyl)-1,3-benzoxazol-2(3H)-one","C14 H16 N2 O4",0.25,276.11108,277.11835,10.067,"sc015"
2123,"5-methyl-3-(2-morpholino-2-oxoethyl)-1,3-benzoxazol-2(3H)-one","C14 H16 N2 O4",0.25,276.11108,277.11835,10.067,"sc016"
2123,"5-methyl-3-(2-morpholino-2-oxoethyl)-1,3-benzoxazol-2(3H)-one","C14 H16 N2 O4",0.25,276.11108,277.11835,10.067,"sc023"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"qc15x"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc001"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc002"
2879,"5F-PB-22","C23 H21 F N2 O2",-1.05,376.15831,377.16559,5.494,"sc003"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc004"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc005"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc007"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc008"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc010"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc011"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc012"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc013"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc014"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc015"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc016"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc017"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc018"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc020"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"sc023"
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"solution"
917,"6 β-Hydroxycortisol","C21 H30 O6",-0.6,378.20401,379.21129,17.362,"sc003"
878,"6 β-Hydroxycortisol","C21 H30 O6",-0.43,378.20408,379.21135,17.002,"sc004"
878,"6 β-Hydroxycortisol","C21 H30 O6",-0.43,378.20408,379.21135,17.002,"sc020"
878,"6 β-Hydroxycortisol","C21 H30 O6",-0.43,378.20408,379.21135,17.002,"sc023"
8853,"6-(3-Methylpiperidino)[1,2,4]triazolo[4,3-b]pyridazine","C11 H15 N5",0.38,217.13283,218.14011,7.173,"sc015"
6408,"6-(3-Pyridyl)-1,3,5-triazine-2,4-diamine","C8 H8 N6",0.25,188.08109,189.08837,8.232,"sc014"
6408,"6-(3-Pyridyl)-1,3,5-triazine-2,4-diamine","C8 H8 N6",0.25,188.08109,189.08837,8.232,"sc015"
6408,"6-(3-Pyridyl)-1,3,5-triazine-2,4-diamine","C8 H8 N6",0.25,188.08109,189.08837,8.232,"sc016"
6408,"6-(3-Pyridyl)-1,3,5-triazine-2,4-diamine","C8 H8 N6",0.25,188.08109,189.08837,8.232,"sc020"
6408,"6-(3-Pyridyl)-1,3,5-triazine-2,4-diamine","C8 H8 N6",0.25,188.08109,189.08837,8.232,"sc023"
3308,"6-(benzylamino)-3-phenyl-1,4-dihydropyridazin-4-one","C17 H15 N3 O",0.28,277.12159,278.12886,17.455,"sc003"
3308,"6-(benzylamino)-3-phenyl-1,4-dihydropyridazin-4-one","C17 H15 N3 O",0.28,277.12159,278.12886,17.455,"sc004"
3308,"6-(benzylamino)-3-phenyl-1,4-dihydropyridazin-4-one","C17 H15 N3 O",0.28,277.12159,278.12886,17.455,"sc007"
3308,"6-(benzylamino)-3-phenyl-1,4-dihydropyridazin-4-one","C17 H15 N3 O",0.28,277.12159,278.12886,17.455,"sc020"
4506,"6-Allyl-o-cresol","C10 H12 O",0.52,148.08889,149.09617,20.076,"sc020"
7323,"6-Aminocaproic acid","C6 H13 N O2",0.78,131.09473,132.10201,1.223,"sc001"
7323,"6-Aminocaproic acid","C6 H13 N O2",0.78,131.09473,132.10201,1.223,"sc002"
7323,"6-Aminocaproic acid","C6 H13 N O2",0.78,131.09473,132.10201,1.223,"sc005"
7323,"6-Aminocaproic acid","C6 H13 N O2",0.78,131.09473,132.10201,1.223,"sc010"
7323,"6-Aminocaproic acid","C6 H13 N O2",0.78,131.09473,132.10201,1.223,"sc011"
7323,"6-Aminocaproic acid","C6 H13 N O2",0.78,131.09473,132.10201,1.223,"sc017"
5228,"6-Aza-Uridine Monophosphate","C8 H12 N3 O9 P",-2.13,325.03042,326.0377,7.596,"sc003"
5228,"6-Aza-Uridine Monophosphate","C8 H12 N3 O9 P",-2.13,325.03042,326.0377,7.596,"sc004"
5228,"6-Aza-Uridine Monophosphate","C8 H12 N3 O9 P",-2.13,325.03042,326.0377,7.596,"sc007"
9235,"6-Chloro-N2,N3-diethylquinoxaline-2,3-diamine","C12 H15 Cl N4",3.83,250.09948,251.10676,20.188,"sc007"
9235,"6-Chloro-N2,N3-diethylquinoxaline-2,3-diamine","C12 H15 Cl N4",3.83,250.09948,251.10676,20.188,"sc018"
1477,"6-Deoxyerythronolide B","C21 H38 O6",0.11,386.26688,409.25618,18.878,"sc009"
3487,"6-Hydroxymelatonin","C13 H16 N2 O3",0.33,248.11618,249.12345,7.935,"sc014"
3487,"6-Hydroxymelatonin","C13 H16 N2 O3",0.33,248.11618,249.12345,7.935,"sc015"
3487,"6-Hydroxymelatonin","C13 H16 N2 O3",0.33,248.11618,249.12345,7.935,"sc016"
3487,"6-Hydroxymelatonin","C13 H16 N2 O3",0.33,248.11618,249.12345,7.935,"sc023"
7242,"6-Methoxyquinoline","C10 H9 N O",0.32,159.06846,160.07574,7.936,"sc002"
2809,"6-Methoxyquinoline","C10 H9 N O",0.33,159.06847,160.07574,4.309,"sc003"
2809,"6-Methoxyquinoline","C10 H9 N O",0.33,159.06847,160.07574,4.309,"sc004"
2809,"6-Methoxyquinoline","C10 H9 N O",0.33,159.06847,160.07574,4.309,"sc007"
3372,"6-Methoxyquinoline","C10 H9 N O",0.32,159.06846,160.07574,8.183,"sc009"
3372,"6-Methoxyquinoline","C10 H9 N O",0.32,159.06846,160.07574,8.183,"sc013"
2809,"6-Methoxyquinoline","C10 H9 N O",0.33,159.06847,160.07574,4.309,"sc016"
5378,"6-Methyl-2-pyridinemethanol","C7 H9 N O",1.07,123.06855,124.07582,9.201,"sc002"
4651,"6-Methyl-2-pyridinemethanol","C7 H9 N O",0.95,123.06853,124.07582,9.609,"sc005"
6587,"6-Methyl-2-pyridinemethanol","C7 H9 N O",1.11,123.06855,124.07583,3.928,"sc007"
3673,"6-Methyl-2-pyridinemethanol","C7 H9 N O",1.01,123.06854,124.07582,3.225,"sc010"
3794,"6-Methyl-2-pyridinemethanol","C7 H9 N O",1.01,123.06854,124.07582,7.757,"sc013"
3673,"6-Methyl-2-pyridinemethanol","C7 H9 N O",1.01,123.06854,124.07582,3.225,"sc014"
3794,"6-Methyl-2-pyridinemethanol","C7 H9 N O",1.01,123.06854,124.07582,7.757,"sc015"
4651,"6-Methyl-2-pyridinemethanol","C7 H9 N O",0.95,123.06853,124.07582,9.609,"sc018"
3794,"6-Methyl-2-pyridinemethanol","C7 H9 N O",1.01,123.06854,124.07582,7.757,"sc020"
3794,"6-Methyl-2-pyridinemethanol","C7 H9 N O",1.01,123.06854,124.07582,7.757,"sc023"
6008,"6-Morpholinopurine","C9 H11 N5 O",0.15,205.09639,206.10367,5.95,"sc003"
6008,"6-Morpholinopurine","C9 H11 N5 O",0.15,205.09639,206.10367,5.95,"sc004"
6008,"6-Morpholinopurine","C9 H11 N5 O",0.15,205.09639,206.10367,5.95,"sc008"
6008,"6-Morpholinopurine","C9 H11 N5 O",0.15,205.09639,206.10367,5.95,"sc015"
6008,"6-Morpholinopurine","C9 H11 N5 O",0.15,205.09639,206.10367,5.95,"sc016"
6008,"6-Morpholinopurine","C9 H11 N5 O",0.15,205.09639,206.10367,5.95,"sc020"
6008,"6-Morpholinopurine","C9 H11 N5 O",0.15,205.09639,206.10367,5.95,"sc023"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",4.73,215.05926,216.06654,8.94,"qc15x"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",4.73,215.05926,216.06654,8.94,"sc001"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",4.73,215.05926,216.06654,8.94,"sc005"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",4.73,215.05926,216.06654,8.94,"sc008"
6066,"6-Phenoxynicotinic acid","C12 H9 N O3",0.49,215.05835,216.06561,10.865,"sc009"
8648,"6-Phenoxynicotinic acid","C12 H9 N O3",4.76,215.05927,216.06654,8.718,"sc010"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",4.73,215.05926,216.06654,8.94,"sc011"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",4.73,215.05926,216.06654,8.94,"sc012"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",4.73,215.05926,216.06654,8.94,"sc013"
6066,"6-Phenoxynicotinic acid","C12 H9 N O3",0.49,215.05835,216.06561,10.865,"sc014"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",4.73,215.05926,216.06654,8.94,"sc015"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",4.73,215.05926,216.06654,8.94,"sc016"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",4.73,215.05926,216.06654,8.94,"sc017"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",4.73,215.05926,216.06654,8.94,"sc018"
4701,"6-[(dimethylamino)methylidene]-6,7,8,9-tetrahydro-5H-benzo[a]cyclohepten-5-one","C14 H17 N O",0.39,215.1311,216.13838,6.873,"sc012"
4701,"6-[(dimethylamino)methylidene]-6,7,8,9-tetrahydro-5H-benzo[a]cyclohepten-5-one","C14 H17 N O",0.39,215.1311,216.13838,6.873,"sc013"
4701,"6-[(dimethylamino)methylidene]-6,7,8,9-tetrahydro-5H-benzo[a]cyclohepten-5-one","C14 H17 N O",0.39,215.1311,216.13838,6.873,"sc017"
2122,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",-3.11,216.08921,217.09648,15.284,"sc001"
971,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",0.36,216.08996,217.09723,13.229,"sc002"
2122,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",-3.11,216.08921,217.09648,15.284,"sc003"
971,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",0.36,216.08996,217.09723,13.229,"sc004"
2142,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",0.5,216.08999,217.09726,13.741,"sc008"
971,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",0.36,216.08996,217.09723,13.229,"sc009"
971,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",0.36,216.08996,217.09723,13.229,"sc014"
971,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",0.36,216.08996,217.09723,13.229,"sc015"
2142,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",0.5,216.08999,217.09726,13.741,"sc016"
971,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",0.36,216.08996,217.09723,13.229,"sc023"
7424,"6-methyl-4-(morpholinomethyl)-2H-chromen-2-one","C15 H17 N O3",0.38,259.12094,260.12822,14.986,"sc018"
428,"6beta-Naltrexol-d3","C20 H22 [2]H3 N O4",-1.18,346.19678,347.20406,11.191,"sc015"
4276,"6β-Oxycodol N-oxide","C18 H23 N O5",3.82,333.15889,334.16617,12.344,"sc004"
1341,"7,7-dimethyl-3-spiro(4,4,-dimethyl-2,6-dioxocyclohexyl)-1,2,3,4,5,6,7,8-octahydro-5-quinolinone","C18 H25 N O3",0.45,303.18358,304.19086,8.712,"sc009"
1341,"7,7-dimethyl-3-spiro(4,4,-dimethyl-2,6-dioxocyclohexyl)-1,2,3,4,5,6,7,8-octahydro-5-quinolinone","C18 H25 N O3",0.45,303.18358,304.19086,8.712,"sc016"
1341,"7,7-dimethyl-3-spiro(4,4,-dimethyl-2,6-dioxocyclohexyl)-1,2,3,4,5,6,7,8-octahydro-5-quinolinone","C18 H25 N O3",0.45,303.18358,304.19086,8.712,"sc023"
6646,"7,8-Dihydroxy-4-methylcoumarin","C10 H8 O4",0.26,192.04231,193.04959,12.122,"sc007"
4973,"7-(1-pyrrolidinyl)pyrimido[4,5-d]pyrimidin-4-amine","C10 H12 N6",0.19,216.11239,217.11966,9.689,"sc009"
7098,"7-(Diethylamino)-5-methyl-3-phenyl[1,3]thiazolo[4,5-d]pyrimidine-2(3H)-thione","C16 H18 N4 S2",-2.36,330.09651,331.10379,9.902,"sc007"
3181,"7-(β-Hydroxyethyl)theophylline","C9 H12 N4 O3",0.43,224.09104,225.09831,7.421,"sc003"
3181,"7-(β-Hydroxyethyl)theophylline","C9 H12 N4 O3",0.43,224.09104,225.09831,7.421,"sc004"
3181,"7-(β-Hydroxyethyl)theophylline","C9 H12 N4 O3",0.43,224.09104,225.09831,7.421,"sc007"
3181,"7-(β-Hydroxyethyl)theophylline","C9 H12 N4 O3",0.43,224.09104,225.09831,7.421,"sc015"
3181,"7-(β-Hydroxyethyl)theophylline","C9 H12 N4 O3",0.43,224.09104,225.09831,7.421,"sc016"
3181,"7-(β-Hydroxyethyl)theophylline","C9 H12 N4 O3",0.43,224.09104,225.09831,7.421,"sc020"
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"qc15x"
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"sc001"
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"sc002"
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"sc003"
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"sc004"
45,"7-Hydroxycoumarine","C9 H6 O3",0.11,162.03171,163.03899,18.731,"sc007"
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"sc008"
45,"7-Hydroxycoumarine","C9 H6 O3",0.11,162.03171,163.03899,18.731,"sc010"
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"sc011"
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"sc012"
45,"7-Hydroxycoumarine","C9 H6 O3",0.11,162.03171,163.03899,18.731,"sc013"
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"sc014"
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"sc016"
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"sc017"
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"sc018"
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"sc020"
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"sc023"
9624,"7-cyano-7-deazaguanine","C7 H5 N5 O",0.48,175.04949,176.05677,5.266,"sc004"
850,"7-hydroxy-staurosporine","C28 H26 N4 O4",0.66,482.19572,483.203,19.074,"sc003"
850,"7-hydroxy-staurosporine","C28 H26 N4 O4",0.66,482.19572,483.203,19.074,"sc004"
850,"7-hydroxy-staurosporine","C28 H26 N4 O4",0.66,482.19572,483.203,19.074,"sc007"
850,"7-hydroxy-staurosporine","C28 H26 N4 O4",0.66,482.19572,483.203,19.074,"sc016"
850,"7-hydroxy-staurosporine","C28 H26 N4 O4",0.66,482.19572,483.203,19.074,"sc020"
