"peak_number","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","replicate","sample_location","mass_list_name","mass_list_match"
853,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.28,272.17771,273.18498,18.355,10033175.1460962,4,97.4,89.6,"DDA for preferred ion","[M+H]+1","sc020_2",6736005.77877465,6.2,"2","sc020","kps_pharmaceuticals_oct22","Single match found"
1256,"17beta-Estradiol","C18 H24 O2","Not the top hit","Partial match","Full match",0.35,272.17772,273.18499,17.827,7123277.90606997,4,69,8.5,"DDA for preferred ion","[M+H]+1","sc020_1",4730761.43270412,7.3,"1","sc020","kps_pharmaceuticals_oct22","Single match found"
1256,"17beta-Estradiol","C18 H24 O2","Not the top hit","Partial match","Full match",0.35,272.17772,273.18499,17.827,7123277.90606997,4,69,8.5,"DDA for preferred ion","[M+H]+1","sc020_2",4804614.44572481,5.7,"2","sc020","kps_pharmaceuticals_oct22","Single match found"
1759,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.51,272.17777,273.18502,18.773,5280153.5717676,4,96.3,86.7,"DDA for preferred ion","[M+H]+1","sc020_1",3192699.12598798,6.7,"1","sc020","kps_pharmaceuticals_oct22","Single match found"
1759,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.51,272.17777,273.18502,18.773,5280153.5717676,4,96.3,86.7,"DDA for preferred ion","[M+H]+1","sc020_2",2713039.01871873,7.8,"2","sc020","kps_pharmaceuticals_oct22","Single match found"
3493,"17beta-Estradiol","C18 H24 O2","Not the top hit","Partial match","Full match",0.52,272.17777,273.18502,19.13,2725831.73325194,3,66.4,8.3,"DDA for preferred ion","[M+H]+1","sc020_1",2529655.76215594,6.2,"1","sc020","kps_pharmaceuticals_oct22","Single match found"
3493,"17beta-Estradiol","C18 H24 O2","Not the top hit","Partial match","Full match",0.52,272.17777,273.18502,19.13,2725831.73325194,3,66.4,8.3,"DDA for preferred ion","[M+H]+1","sc020_2",2385718.92725604,5.7,"2","sc020","kps_pharmaceuticals_oct22","Single match found"
123,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.35,272.17773,273.18498,18.959,46248625.2309241,4,98.7,95,"DDA for preferred ion","[M+H]+1","sc023_1",5634229.47249029,8.4,"1","sc023","kps_pharmaceuticals_oct22","Single match found"
123,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.35,272.17773,273.18498,18.959,46248625.2309241,4,98.7,95,"DDA for preferred ion","[M+H]+1","sc023_2",5985986.21633399,8.9,"2","sc023","kps_pharmaceuticals_oct22","Single match found"
853,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.28,272.17771,273.18498,18.355,10033175.1460962,4,97.4,89.6,"DDA for preferred ion","[M+H]+1","sc023_1",6853103.30019435,7.8,"1","sc023","kps_pharmaceuticals_oct22","Single match found"
853,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.28,272.17771,273.18498,18.355,10033175.1460962,4,97.4,89.6,"DDA for preferred ion","[M+H]+1","sc023_2",7569496.26597233,7.3,"2","sc023","kps_pharmaceuticals_oct22","Single match found"
1256,"17beta-Estradiol","C18 H24 O2","Not the top hit","Partial match","Full match",0.35,272.17772,273.18499,17.827,7123277.90606997,4,69,8.5,"DDA for preferred ion","[M+H]+1","sc023_1",4866314.84869064,5.7,"1","sc023","kps_pharmaceuticals_oct22","Single match found"
1256,"17beta-Estradiol","C18 H24 O2","Not the top hit","Partial match","Full match",0.35,272.17772,273.18499,17.827,7123277.90606997,4,69,8.5,"DDA for preferred ion","[M+H]+1","sc023_2",5113842.85039374,7.8,"2","sc023","kps_pharmaceuticals_oct22","Single match found"
3493,"17beta-Estradiol","C18 H24 O2","Not the top hit","Partial match","Full match",0.52,272.17777,273.18502,19.13,2725831.73325194,3,66.4,8.3,"DDA for preferred ion","[M+H]+1","sc023_1",2725831.73325194,6.7,"1","sc023","kps_pharmaceuticals_oct22","Single match found"
3493,"17beta-Estradiol","C18 H24 O2","Not the top hit","Partial match","Full match",0.52,272.17777,273.18502,19.13,2725831.73325194,3,66.4,8.3,"DDA for preferred ion","[M+H]+1","sc023_2",2131037.55958102,8.9,"2","sc023","kps_pharmaceuticals_oct22","Single match found"
123,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.35,272.17773,273.18498,18.959,46248625.2309241,4,98.7,95,"DDA for preferred ion","[M+H]+1","sc15_1",1477112.67098876,8,"1","sc15","kps_pharmaceuticals_oct22","Single match found"
123,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.35,272.17773,273.18498,18.959,46248625.2309241,4,98.7,95,"DDA for preferred ion","[M+H]+1","sc15_2",1374835.67339283,8,"2","sc15","kps_pharmaceuticals_oct22","Single match found"
853,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.28,272.17771,273.18498,18.355,10033175.1460962,4,97.4,89.6,"DDA for preferred ion","[M+H]+1","sc15_1",7454101.16830517,7.3,"1","sc15","kps_pharmaceuticals_oct22","Single match found"
853,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.28,272.17771,273.18498,18.355,10033175.1460962,4,97.4,89.6,"DDA for preferred ion","[M+H]+1","sc15_2",6961264.19064386,6.7,"2","sc15","kps_pharmaceuticals_oct22","Single match found"
123,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.35,272.17773,273.18498,18.959,46248625.2309241,4,98.7,95,"DDA for preferred ion","[M+H]+1","sc16_1",4299369.64676526,8.4,"1","sc16","kps_pharmaceuticals_oct22","Single match found"
123,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.35,272.17773,273.18498,18.959,46248625.2309241,4,98.7,95,"DDA for preferred ion","[M+H]+1","sc16_2",4533774.51425689,9.5,"2","sc16","kps_pharmaceuticals_oct22","Single match found"
853,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.28,272.17771,273.18498,18.355,10033175.1460962,4,97.4,89.6,"DDA for preferred ion","[M+H]+1","sc16_1",964295.104534386,7.5,"1","sc16","kps_pharmaceuticals_oct22","Single match found"
1256,"17beta-Estradiol","C18 H24 O2","Not the top hit","Partial match","Full match",0.35,272.17772,273.18499,17.827,7123277.90606997,4,69,8.5,"DDA for preferred ion","[M+H]+1","sc16_1",645149.049679936,6.1,"1","sc16","kps_pharmaceuticals_oct22","Single match found"
1256,"17beta-Estradiol","C18 H24 O2","Not the top hit","Partial match","Full match",0.35,272.17772,273.18499,17.827,7123277.90606997,4,69,8.5,"DDA for preferred ion","[M+H]+1","sc16_2",490343.223121166,7.2,"2","sc16","kps_pharmaceuticals_oct22","Single match found"
1759,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.51,272.17777,273.18502,18.773,5280153.5717676,4,96.3,86.7,"DDA for preferred ion","[M+H]+1","sc16_1",430032.796738928,7.2,"1","sc16","kps_pharmaceuticals_oct22","Single match found"
123,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.35,272.17773,273.18498,18.959,46248625.2309241,4,98.7,95,"DDA for preferred ion","[M+H]+1","sc17_1",602992.707391248,7.2,"1","sc17","kps_pharmaceuticals_oct22","Single match found"
123,"17beta-Estradiol","C18 H24 O2","Full match","Partial match","Full match",0.35,272.17773,273.18498,18.959,46248625.2309241,4,98.7,95,"DDA for preferred ion","[M+H]+1","sc17_2",622754.839433836,8.3,"2","sc17","kps_pharmaceuticals_oct22","Single match found"
1197,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.29,270.16206,271.16933,17.597,7415084.36492752,4,76.4,56.8,"DDA for preferred ion","[M+H]+1","sc003_1",2113939.52241485,6.2,"1","sc003","kps_psychoactive_substances_v2","Single match found"
1197,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.29,270.16206,271.16933,17.597,7415084.36492752,4,76.4,56.8,"DDA for preferred ion","[M+H]+1","sc003_1",2113939.52241485,6.2,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
1197,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.29,270.16206,271.16933,17.597,7415084.36492752,4,76.4,56.8,"DDA for preferred ion","[M+H]+1","sc003_2",2013264.28374323,7.8,"2","sc003","kps_psychoactive_substances_v2","Single match found"
1197,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.29,270.16206,271.16933,17.597,7415084.36492752,4,76.4,56.8,"DDA for preferred ion","[M+H]+1","sc003_2",2013264.28374323,7.8,"2","sc003","kps_pharmaceuticals_oct22","Single match found"
1345,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.33,270.16207,271.16935,17.702,6667174.03782773,3,77.1,57.9,"DDA for preferred ion","[M+H]+1","sc003_2",4936159.40316519,6.7,"2","sc003","kps_psychoactive_substances_v2","Single match found"
1345,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.33,270.16207,271.16935,17.702,6667174.03782773,3,77.1,57.9,"DDA for preferred ion","[M+H]+1","sc003_2",4936159.40316519,6.7,"2","sc003","kps_pharmaceuticals_oct22","Single match found"
6261,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.4,270.16209,271.16936,16.234,1318900.43553793,4,96.6,9.8,"DDA for preferred ion","[M+H]+1","sc003_1",604349.000365025,6.1,"1","sc003","kps_psychoactive_substances_v2","Single match found"
6261,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.4,270.16209,271.16936,16.234,1318900.43553793,4,96.6,9.8,"DDA for preferred ion","[M+H]+1","sc003_1",604349.000365025,6.1,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
7556,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.55,270.16213,271.1694,18.528,906211.209817638,5,88.6,73.6,"DDA for preferred ion","[M+H]+1","sc003_1",414902.388468163,7.2,"1","sc003","kps_psychoactive_substances_v2","Single match found"
7556,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.55,270.16213,271.1694,18.528,906211.209817638,5,88.6,73.6,"DDA for preferred ion","[M+H]+1","sc003_1",414902.388468163,7.2,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
1197,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.29,270.16206,271.16933,17.597,7415084.36492752,4,76.4,56.8,"DDA for preferred ion","[M+H]+1","sc004_1",2256884.94734502,7.8,"1","sc004","kps_psychoactive_substances_v2","Single match found"
1197,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.29,270.16206,271.16933,17.597,7415084.36492752,4,76.4,56.8,"DDA for preferred ion","[M+H]+1","sc004_1",2256884.94734502,7.8,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
1197,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.29,270.16206,271.16933,17.597,7415084.36492752,4,76.4,56.8,"DDA for preferred ion","[M+H]+1","sc004_2",2802935.89538336,7.8,"2","sc004","kps_psychoactive_substances_v2","Single match found"
1197,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.29,270.16206,271.16933,17.597,7415084.36492752,4,76.4,56.8,"DDA for preferred ion","[M+H]+1","sc004_2",2802935.89538336,7.8,"2","sc004","kps_pharmaceuticals_oct22","Single match found"
1345,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.33,270.16207,271.16935,17.702,6667174.03782773,3,77.1,57.9,"DDA for preferred ion","[M+H]+1","sc004_1",5698701.41004192,6.2,"1","sc004","kps_psychoactive_substances_v2","Single match found"
1345,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.33,270.16207,271.16935,17.702,6667174.03782773,3,77.1,57.9,"DDA for preferred ion","[M+H]+1","sc004_1",5698701.41004192,6.2,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
1345,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.33,270.16207,271.16935,17.702,6667174.03782773,3,77.1,57.9,"DDA for preferred ion","[M+H]+1","sc004_2",5294916.33174994,5.7,"2","sc004","kps_psychoactive_substances_v2","Single match found"
1345,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.33,270.16207,271.16935,17.702,6667174.03782773,3,77.1,57.9,"DDA for preferred ion","[M+H]+1","sc004_2",5294916.33174994,5.7,"2","sc004","kps_pharmaceuticals_oct22","Single match found"
2039,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.32,270.16207,271.16933,17.322,4664144.84564553,5,93.4,67.9,"DDA for preferred ion","[M+H]+1","sc004_1",3169937.17732541,5.1,"1","sc004","kps_psychoactive_substances_v2","Single match found"
2039,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.32,270.16207,271.16933,17.322,4664144.84564553,5,93.4,67.9,"DDA for preferred ion","[M+H]+1","sc004_1",3169937.17732541,5.1,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
1197,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.29,270.16206,271.16933,17.597,7415084.36492752,4,76.4,56.8,"DDA for preferred ion","[M+H]+1","sc008_1",1302898.76439567,7.5,"1","sc008","kps_psychoactive_substances_v2","Single match found"
1197,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.29,270.16206,271.16933,17.597,7415084.36492752,4,76.4,56.8,"DDA for preferred ion","[M+H]+1","sc008_1",1302898.76439567,7.5,"1","sc008","kps_pharmaceuticals_oct22","Single match found"
1197,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.29,270.16206,271.16933,17.597,7415084.36492752,4,76.4,56.8,"DDA for preferred ion","[M+H]+1","sc008_2",1549486.91899518,7.5,"2","sc008","kps_psychoactive_substances_v2","Single match found"
1197,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.29,270.16206,271.16933,17.597,7415084.36492752,4,76.4,56.8,"DDA for preferred ion","[M+H]+1","sc008_2",1549486.91899518,7.5,"2","sc008","kps_pharmaceuticals_oct22","Single match found"
1345,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.33,270.16207,271.16935,17.702,6667174.03782773,3,77.1,57.9,"DDA for preferred ion","[M+H]+1","sc008_2",2966512.87164784,7.8,"2","sc008","kps_psychoactive_substances_v2","Single match found"
1345,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.33,270.16207,271.16935,17.702,6667174.03782773,3,77.1,57.9,"DDA for preferred ion","[M+H]+1","sc008_2",2966512.87164784,7.8,"2","sc008","kps_pharmaceuticals_oct22","Single match found"
2039,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.32,270.16207,271.16933,17.322,4664144.84564553,5,93.4,67.9,"DDA for preferred ion","[M+H]+1","sc008_2",1107019.98462591,5.3,"2","sc008","kps_psychoactive_substances_v2","Single match found"
2039,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.32,270.16207,271.16933,17.322,4664144.84564553,5,93.4,67.9,"DDA for preferred ion","[M+H]+1","sc008_2",1107019.98462591,5.3,"2","sc008","kps_pharmaceuticals_oct22","Single match found"
2984,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.39,270.16208,271.16936,18.295,3194015.22829206,5,88.3,55,"DDA for preferred ion","[M+H]+1","sc008_1",2315263.52956008,5.1,"1","sc008","kps_psychoactive_substances_v2","Single match found"
2984,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.39,270.16208,271.16936,18.295,3194015.22829206,5,88.3,55,"DDA for preferred ion","[M+H]+1","sc008_1",2315263.52956008,5.1,"1","sc008","kps_pharmaceuticals_oct22","Single match found"
2984,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.39,270.16208,271.16936,18.295,3194015.22829206,5,88.3,55,"DDA for preferred ion","[M+H]+1","sc008_2",3048490.94485156,6.7,"2","sc008","kps_psychoactive_substances_v2","Single match found"
2984,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.39,270.16208,271.16936,18.295,3194015.22829206,5,88.3,55,"DDA for preferred ion","[M+H]+1","sc008_2",3048490.94485156,6.7,"2","sc008","kps_pharmaceuticals_oct22","Single match found"
4091,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.51,270.16212,271.16939,17.924,2322118.53951929,4,78.4,59.6,"DDA for preferred ion","[M+H]+1","sc008_2",2322118.53951929,7.3,"2","sc008","kps_psychoactive_substances_v2","Single match found"
4091,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.51,270.16212,271.16939,17.924,2322118.53951929,4,78.4,59.6,"DDA for preferred ion","[M+H]+1","sc008_2",2322118.53951929,7.3,"2","sc008","kps_pharmaceuticals_oct22","Single match found"
4137,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.33,270.16207,271.16935,17.451,2292022.76733244,5,86.1,70.2,"DDA for preferred ion","[M+H]+1","sc008_2",2292022.76733244,5.1,"2","sc008","kps_psychoactive_substances_v2","Single match found"
4137,"17beta-Trenbolone","C18 H22 O2","Not the top hit","Partial match","Full match",0.33,270.16207,271.16935,17.451,2292022.76733244,5,86.1,70.2,"DDA for preferred ion","[M+H]+1","sc008_2",2292022.76733244,5.1,"2","sc008","kps_pharmaceuticals_oct22","Single match found"
5593,"17beta-Trenbolone","C18 H22 O2","Full match","Partial match","Full match",0.43,270.1621,271.16937,19.466,1562713.00685661,5,86.1,70.2,"DDA for preferred ion","[M+H]+1","sc012_1",524805.601774734,5.5,"1","sc012","kps_psychoactive_substances_v2","Single match found"
5593,"17beta-Trenbolone","C18 H22 O2","Full match","Partial match","Full match",0.43,270.1621,271.16937,19.466,1562713.00685661,5,86.1,70.2,"DDA for preferred ion","[M+H]+1","sc012_1",524805.601774734,5.5,"1","sc012","kps_pharmaceuticals_oct22","Single match found"
5593,"17beta-Trenbolone","C18 H22 O2","Full match","Partial match","Full match",0.43,270.1621,271.16937,19.466,1562713.00685661,5,86.1,70.2,"DDA for preferred ion","[M+H]+1","sc012_2",401751.903413573,6.6,"2","sc012","kps_psychoactive_substances_v2","Single match found"
5593,"17beta-Trenbolone","C18 H22 O2","Full match","Partial match","Full match",0.43,270.1621,271.16937,19.466,1562713.00685661,5,86.1,70.2,"DDA for preferred ion","[M+H]+1","sc012_2",401751.903413573,6.6,"2","sc012","kps_pharmaceuticals_oct22","Single match found"
5593,"17beta-Trenbolone","C18 H22 O2","Full match","Partial match","Full match",0.43,270.1621,271.16937,19.466,1562713.00685661,5,86.1,70.2,"DDA for preferred ion","[M+H]+1","sc013_1",1392034.89686855,7.5,"1","sc013","kps_psychoactive_substances_v2","Single match found"
