"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","palapye wwtp surface water","kasane wwtp (main) surface water","kasane wwtp (overflow) surface water","maun wwtp (main) waste water","maun wwtp (overflow) surface water","palapye wwtp (eff) waste water","francistown wwtp surface water","ghanzi wwtp surface water","glen valley (reclamation) surface water","glen valley (recreational) surface water","kasane (recreational) surface water","maun beach (before) surface water","maun beach (after) surface water","lecheng stream surface water","lecheng spring surface water","lotsane dam surface water","kasane (main) surface water","mogobane dam surface water","maru-a-pula surface water"
7174,"5-Methoxy-1H-benzimidazole","C8 H8 N2 O",0.66,148.06376,149.07104,5.915,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,473576.510470631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2287,"5-Methoxyindole","C9 H9 N O",0.6,147.0685,148.07578,10.13,"mz_cloud",1163362.10110231,359525.589482793,3372237.47085336,3094219.05798072,2879041.87349684,1029692.80053033,NA,711390.658126455,1195273.55905333,2076899.04111314,NA,NA,NA,NA,NA,179915.790110858,NA,NA,NA
1549,"5-Phenylvaleric acid","C11 H14 O2",0.29,178.09943,179.10671,17.539,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778299.949981554,NA,NA,NA,NA,NA,1365884.48681977,NA,NA
7758,"5-amino-1-phenyl-1H-pyrazole-4-carbonitrile","C10 H8 N4",0.25,184.07494,185.08222,10.679,"mz_cloud",720457.325314119,846985.036328194,NA,NA,NA,592473.445050985,453937.813336253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,"5-hydroxy-2-(4-hydroxyphenyl)-8,8-dimethyl-4H,8H-pyrano[3,2-g]chromen-4-one","C20 H16 O5",3.29,336.10088,337.10815,14.73,"mz_cloud",NA,NA,NA,NA,2123341.89428049,NA,NA,1826384.83414036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104209.191267295
2971,"5-methoxy-8,8-dimethyl-2-phenyl-4H,8H-pyrano[2,3-h]chromen-4-one","C21 H18 O4",3.15,334.12156,335.12884,15.027,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,1015838.9362474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2123,"5-methyl-3-(2-morpholino-2-oxoethyl)-1,3-benzoxazol-2(3H)-one","C14 H16 N2 O4",0.25,276.11108,277.11835,10.067,"mz_cloud",NA,NA,NA,3376833.77233225,3634826.66558193,NA,NA,1572260.16662089,NA,2042336.65014332,NA,NA,NA,NA,NA,NA,NA,NA,NA
1463,"5F-PB-22","C23 H21 F N2 O2",2.39,376.15961,377.16683,21.424,"kps_psychoactive_substances_v2",691657.956465961,935103.116471791,NA,1376154.46844479,1060833.42385945,NA,919742.388005056,1269350.46187974,1341557.34223233,6142055.99021141,1258356.38675626,1089769.02563028,1122575.15729727,2308853.74882189,796064.012423954,982266.389970536,1709399.65576761,1182199.20204039,1636408.98955285
2879,"5F-PB-22","C23 H21 F N2 O2",-1.05,376.15831,377.16559,5.494,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,1748367.59304722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,"6 β-Hydroxycortisol","C21 H30 O6",-0.6,378.20401,379.21129,17.362,"mz_cloud",NA,NA,NA,NA,NA,2133177.71201282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,"6 β-Hydroxycortisol","C21 H30 O6",-0.43,378.20408,379.21135,17.002,"mz_cloud",2585691.46455719,NA,NA,NA,NA,NA,NA,NA,8268938.30111097,3167193.96880134,NA,NA,NA,NA,NA,NA,NA,NA,NA
8853,"6-(3-Methylpiperidino)[1,2,4]triazolo[4,3-b]pyridazine","C11 H15 N5",0.38,217.13283,218.14011,7.173,"mz_cloud",NA,NA,NA,NA,333311.161808774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,"6-(3-Pyridyl)-1,3,5-triazine-2,4-diamine","C8 H8 N6",0.25,188.08109,189.08837,8.232,"mz_cloud",NA,NA,NA,546203.560628113,688336.803683853,NA,NA,221805.001334877,787291.884500774,1042594.61404308,NA,NA,NA,NA,NA,NA,NA,NA,NA
3308,"6-(benzylamino)-3-phenyl-1,4-dihydropyridazin-4-one","C17 H15 N3 O",0.28,277.12159,278.12886,17.455,"mz_cloud",2883622.27000921,NA,NA,NA,NA,1452862.33633551,467415.805218622,NA,1138706.70754516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4506,"6-Allyl-o-cresol","C10 H12 O",0.52,148.08889,149.09617,20.076,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,NA,NA,2095098.67363611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7323,"6-Aminocaproic acid","C6 H13 N O2",0.78,131.09473,132.10201,1.223,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389804.358131782,NA,NA,394218.334073362,973889.954145522,129766.927137463,315517.691158518,123464.109242459,NA
5228,"6-Aza-Uridine Monophosphate","C8 H12 N3 O9 P",-2.13,325.03042,326.0377,7.596,"kps_pharmaceuticals_oct22",1570461.19652434,NA,NA,NA,NA,1396177.51263751,841824.009865194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9235,"6-Chloro-N2,N3-diethylquinoxaline-2,3-diamine","C12 H15 Cl N4",3.83,250.09948,251.10676,20.188,"mz_cloud",NA,NA,NA,NA,NA,NA,385134.439605454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178887.90188947
1477,"6-Deoxyerythronolide B","C21 H38 O6",0.11,386.26688,409.25618,18.878,"kps_pharmaceuticals_oct22",NA,NA,6201814.80884338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3487,"6-Hydroxymelatonin","C13 H16 N2 O3",0.33,248.11618,249.12345,7.935,"mz_cloud",NA,NA,NA,677903.186223397,1819201.25822281,NA,NA,598008.527277509,NA,2731042.62144413,NA,NA,NA,NA,NA,NA,NA,NA,NA
7242,"6-Methoxyquinoline","C10 H9 N O",0.32,159.06846,160.07574,7.936,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181434.360750674,NA,NA,NA,NA
2809,"6-Methoxyquinoline","C10 H9 N O",0.33,159.06847,160.07574,4.309,"mz_cloud",3040193.24692779,NA,NA,NA,NA,3333650.95971527,1732603.1797111,913749.370061801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3372,"6-Methoxyquinoline","C10 H9 N O",0.32,159.06846,160.07574,8.183,"mz_cloud",NA,NA,2823892.94290203,NA,NA,NA,NA,NA,NA,NA,NA,NA,966911.720772603,NA,NA,NA,NA,NA,NA
5378,"6-Methyl-2-pyridinemethanol","C7 H9 N O",1.07,123.06855,124.07582,9.201,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187007.178241116,NA,NA,NA,NA
4651,"6-Methyl-2-pyridinemethanol","C7 H9 N O",0.95,123.06853,124.07582,9.609,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183152.560739414,NA,NA,391124.738929541
6587,"6-Methyl-2-pyridinemethanol","C7 H9 N O",1.11,123.06855,124.07583,3.928,"mz_cloud",NA,NA,NA,NA,NA,NA,1204529.88415178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3673,"6-Methyl-2-pyridinemethanol","C7 H9 N O",1.01,123.06854,124.07582,3.225,"mz_cloud",NA,NA,NA,2598296.93557691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1858208.95309417,NA,NA
3794,"6-Methyl-2-pyridinemethanol","C7 H9 N O",1.01,123.06854,124.07582,7.757,"mz_cloud",NA,NA,NA,NA,2514533.88903355,NA,NA,NA,1654733.93855441,1620228.13234149,NA,NA,1942979.96194695,NA,NA,NA,NA,NA,NA
6008,"6-Morpholinopurine","C9 H11 N5 O",0.15,205.09639,206.10367,5.95,"kps_pharmaceuticals_oct22",1409344.87542572,784432.097613594,NA,NA,1131142.49226736,1238056.80941701,NA,333794.204822235,603272.060110803,865430.236810988,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,"6-Phenoxynicotinic acid","C12 H9 N O3",4.73,215.05926,216.06654,8.94,"mz_cloud",NA,181443.587381406,NA,NA,385369.822186003,NA,NA,382926.258605682,NA,NA,791652.388838402,460078.717888668,15476263.8926654,510429.072178324,NA,972218.589098336,NA,973711.10830588,12192131.0368611
6066,"6-Phenoxynicotinic acid","C12 H9 N O3",0.49,215.05835,216.06561,10.865,"mz_cloud",NA,NA,751622.546758703,1042925.60301068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8648,"6-Phenoxynicotinic acid","C12 H9 N O3",4.76,215.05927,216.06654,8.718,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562716.183843445,NA,NA
4701,"6-[(dimethylamino)methylidene]-6,7,8,9-tetrahydro-5H-benzo[a]cyclohepten-5-one","C14 H17 N O",0.39,215.1311,216.13838,6.873,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939435.101088599,1987972.76778225,NA,NA,NA,NA,441768.352583961,NA
2122,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",-3.11,216.08921,217.09648,15.284,"mz_cloud",NA,NA,NA,NA,NA,892889.344326816,NA,NA,NA,NA,NA,NA,NA,4470923.67578596,NA,NA,NA,NA,NA
971,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",0.36,216.08996,217.09723,13.229,"mz_cloud",376292.256652914,NA,8885580.3580066,4744525.38447935,3553878.63903084,NA,NA,NA,NA,4082831.08572,NA,NA,NA,NA,903143.195250334,NA,NA,NA,NA
2142,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",0.5,216.08999,217.09726,13.741,"mz_cloud",NA,449555.746444852,NA,NA,NA,NA,NA,460571.409911417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7424,"6-methyl-4-(morpholinomethyl)-2H-chromen-2-one","C15 H17 N O3",0.38,259.12094,260.12822,14.986,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479784.202980286
428,"6beta-Naltrexol-d3","C20 H22 [2]H3 N O4",-1.18,346.19678,347.20406,11.191,"mz_cloud",NA,NA,NA,NA,13872483.968735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4276,"6β-Oxycodol N-oxide","C18 H23 N O5",3.82,333.15889,334.16617,12.344,"mz_cloud",2208034.46361848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1341,"7,7-dimethyl-3-spiro(4,4,-dimethyl-2,6-dioxocyclohexyl)-1,2,3,4,5,6,7,8-octahydro-5-quinolinone","C18 H25 N O3",0.45,303.18358,304.19086,8.712,"mz_cloud",NA,NA,6670331.5155661,NA,NA,NA,NA,882287.419760747,NA,2952544.59993821,NA,NA,NA,NA,NA,NA,NA,NA,NA
6646,"7,8-Dihydroxy-4-methylcoumarin","C10 H8 O4",0.26,192.04231,193.04959,12.122,"mz_cloud",NA,NA,NA,NA,NA,NA,1187893.24682661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4973,"7-(1-pyrrolidinyl)pyrimido[4,5-d]pyrimidin-4-amine","C10 H12 N6",0.19,216.11239,217.11966,9.689,"mz_cloud",NA,NA,1078327.811341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7098,"7-(Diethylamino)-5-methyl-3-phenyl[1,3]thiazolo[4,5-d]pyrimidine-2(3H)-thione","C16 H18 N4 S2",-2.36,330.09651,331.10379,9.902,"mz_cloud",NA,NA,NA,NA,NA,NA,847041.623799834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3181,"7-(β-Hydroxyethyl)theophylline","C9 H12 N4 O3",0.43,224.09104,225.09831,7.421,"mz_cloud",2192823.60123941,NA,NA,NA,1495670.43889379,1755895.34823549,2958692.11163417,264310.300344089,2676262.46262173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"7-Hydroxycoumarine","C9 H6 O3",0.05,162.0317,163.03898,12.341,"mz_cloud",8661762.40564905,5788863.4672481,NA,5764319.84913128,NA,896175775.210765,NA,1580985.28716412,3623699.09966748,1766335.86398019,2979626.26471217,1683239.05188442,NA,524681586.038147,227194582.494255,NA,NA,1785307.47443477,3475919.49123748
45,"7-Hydroxycoumarine","C9 H6 O3",0.11,162.03171,163.03899,18.731,"mz_cloud",NA,NA,NA,NA,NA,NA,926535.174359633,NA,NA,NA,NA,NA,1633735.10976626,NA,NA,NA,1294324.89400991,NA,NA
9624,"7-cyano-7-deazaguanine","C7 H5 N5 O",0.48,175.04949,176.05677,5.266,"kps_pharmaceuticals_oct22",204441.845948334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,"7-hydroxy-staurosporine","C28 H26 N4 O4",0.66,482.19572,483.203,19.074,"itn_cyp_metabolites",7636117.07752401,NA,NA,NA,NA,6614482.82854927,10043739.6294139,180230.845556113,6273141.43994756,1000877.86062535,NA,NA,NA,NA,NA,NA,NA,NA,NA
9274,"8-Chloro-2-phenyl-6-(trifluoromethyl)imidazo[1,2-a]pyridine","C14 H8 Cl F3 N2",-1.57,296.03235,297.03962,7.928,"mz_cloud",370860.458063099,NA,NA,NA,NA,302873.489692676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1375,"8-Hydroxy-delta(9)-tetrahydrocannabinol (OH-THC)","C21 H30 O3",-0.18,330.21943,331.22667,19.316,"kps_psychoactive_substances_v2",6424248.76267738,642115.21221324,NA,NA,NA,2342162.49671221,NA,938503.076792514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2813,"8-Hydroxy-delta(9)-tetrahydrocannabinol (OH-THC)","C21 H30 O3",0.11,330.21953,331.22681,17.469,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3415388.12236597,NA,NA,NA,NA,NA,NA
2046,"8-Hydroxychinolin","C9 H7 N O",0.63,145.05285,146.06013,7.107,"itn_kps",2566449.70897825,884192.336863019,1366343.93428054,NA,NA,3177770.00748722,1092589.86731417,NA,NA,1749455.02933007,1674905.0796453,NA,4655283.97280997,484937.208322206,559960.965154882,974841.132968034,1168917.11186585,NA,925487.984032684
1971,"8-Hydroxychinolin","C9 H7 N O",0.59,145.05285,146.06013,9.995,"itn_kps",NA,NA,NA,NA,NA,NA,NA,NA,660415.903549846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2062,"8-Hydroxyquinoline_BTM04160","C9 H7 N O2",0.29,161.04772,162.055,9.293,"itn_cyp_metabolites",4332911.7625447,988690.423623169,NA,607320.27719365,NA,3790061.69170308,NA,921230.345524669,2465579.94588222,1820360.26840134,NA,NA,NA,NA,NA,NA,NA,NA,NA
3148,"8-Hydroxyquinoline_BTM04160","C9 H7 N O2",0.16,161.0477,162.05502,6.567,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,2363413.45507493,NA,NA,NA,NA,NA,719460.417897632,NA,NA,NA,NA,NA,NA
1916,"8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid","C18 H28 O3",0.67,292.20404,293.2113,18.9,"mz_cloud",NA,NA,NA,1451157.54865535,1064398.18672032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5331,"9-Methylguanine","C6 H7 N5 O",0.19,165.06509,166.07237,1.976,"kps_pharmaceuticals_oct22",1676245.05150585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116906.122381829,NA,NA,NA,NA,NA,NA
4240,"9-Methylguanine","C6 H7 N5 O",0.13,165.06508,166.07236,2.289,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,2230537.95182874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,"9-n-phenylmethylamino-tacrine","C20 H20 N2",-4,288.1615,289.16877,19.689,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,11362755.5704192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6384,"9-n-phenylmethylamino-tacrine","C20 H20 N2",-4.05,288.16148,289.16876,19.902,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037704.89098446,NA,NA,NA,NA,NA,NA,NA,123706.95734402
2338,"AB-CHMINACA metabolite M4","C15 H18 N2 O2",0.37,258.13692,259.1442,11.053,"mz_cloud",NA,NA,NA,3800706.28624174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2725,"AB-CHMINACA metabolite M5A","C15 H18 N2 O3",0.29,274.13182,275.1391,9.963,"mz_cloud",1775137.45290135,NA,NA,NA,2085832.61699633,2228789.29676185,NA,1541587.34772639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6230,"AB-CHMINACA metabolite M5A","C15 H18 N2 O3",0.43,274.13186,275.13914,7.604,"mz_cloud",NA,NA,NA,1116458.32079092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4368,"AH 7921","C16 H22 Cl2 N2 O",-4.5,328.10944,329.11672,5.638,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,2162689.21034097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728,"ALGINIC ACID","C14 H22 O12",4.08,382.11268,383.11996,15.761,"kps_pharmaceuticals_oct22",4428881.71802967,NA,NA,NA,NA,4853770.65036123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,"AM-1235","C24 H21 F N2 O3",2.39,404.15459,405.16186,19.367,"kps_psychoactive_substances_v2",NA,1310154.03700919,NA,NA,NA,NA,NA,1309669.68511819,NA,7952787.00754146,1272529.24264055,NA,1117172.94643866,1710584.66592261,NA,NA,2843110.45814231,769537.886524993,1736382.87177888
2207,"AM-1235","C24 H21 F N2 O3",2.14,404.15449,405.16176,20.023,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220162.910427005,NA,NA,NA,NA
501,"AM-1235","C24 H21 F N2 O3",2.39,404.15459,405.16186,18.842,"kps_psychoactive_substances_v2",NA,NA,NA,4420096.09388682,6077918.94681744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5785,"AM-2201","C24 H22 F N O",-0.83,359.16824,360.17552,11.341,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,1451325.29531361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8909,"APP-FUBINACA","C24 H21 F N4 O2",2.63,416.16595,417.17323,10.741,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361818.677818121,NA,412697.744885888
892,"Abacavir","C14 H18 N6 O",1.69,286.15469,287.16197,17.366,"kps_pharmaceuticals_oct22",NA,9582093.45442552,NA,NA,257663.530789891,NA,NA,NA,NA,NA,NA,NA,NA,NA,419635.386763405,NA,NA,NA,NA
38,"Abacavir","C14 H18 N6 O",0.01,286.15421,287.16149,8.612,"kps_pharmaceuticals_oct22",4375179.18679178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8454,"Abacavir","C14 H18 N6 O",1.8,286.15473,287.162,18.613,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,632585.781141037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9266,"Abafungin","C21 H22 N4 O S",-0.11,378.15139,379.15867,7.734,"kps_pharmaceuticals_oct22",361078.578678521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4623,"Abafungin","C21 H22 N4 O S",-3.32,378.15018,379.15745,5.235,"kps_pharmaceuticals_oct22",NA,NA,1207772.681649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5231,"Acetaminophen","C8 H9 N O2",0.35,151.06338,152.07068,6.945,"kps_pharmaceuticals_oct22",NA,NA,1368955.65115378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2168,"Acetaminophen","C8 H9 N O2",0.58,151.06342,152.07069,1.709,"kps_pharmaceuticals_oct22",NA,NA,NA,2881427.68063418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4420166.94209121,NA,NA
5296,"Acetanilide","C8 H9 N O",0.69,135.06851,136.07579,2.42,"mz_cloud",NA,NA,1345124.72366937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3444,"Acetanilide","C8 H9 N O",0.66,135.0685,136.07578,6.85,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1192685.10580907,NA,NA,NA,NA,NA,NA
9452,"Acetobutolol","C18 H28 N2 O4",4.22,336.20633,337.2136,22.251,"kps_pharmaceuticals_oct22",NA,212116.328750816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2554,"Acetobutolol","C18 H28 N2 O4",-0.02,336.2049,337.21218,7.171,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,2431323.93723032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219,"Acetohexamide","C15 H20 N2 O4 S",0.12,324.11442,325.12169,12.7,"kps_pharmaceuticals_oct22",1723515.89690862,NA,NA,NA,NA,1640742.86515907,1096022.11950427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3899,"Acetovanillone","C9 H10 O3",0.08,166.06301,167.07028,16.809,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,NA,1041490.37842974,NA,NA,1282912.4177456,1530702.59179898,NA,1255949.55009354,NA,1814922.90024447,1606753.82470615,1244519.04223762,1301448.41922003
4372,"Acetovanillone","C9 H10 O3",-0.49,166.06291,167.07029,9.816,"itn_cyp_metabolites",1848159.71108586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8342,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",-4.19,322.07223,323.0795,9.604,"itn_kps",650809.489843679,NA,NA,NA,NA,557342.277551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1550,"Acetylfentanyl","C21 H26 N2 O",3.15,322.20553,323.2129,5.546,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,5934035.36803854,NA,NA,NA,NA,NA,NA,NA,NA,NA
7779,"Acetylpromazine","C19 H22 N2 O S",0.86,326.14556,327.15284,7.05,"kps_pharmaceuticals_oct22",NA,407498.127533967,NA,NA,NA,NA,NA,NA,NA,NA,526931.485209426,228434.828202505,NA,NA,NA,NA,NA,NA,165737.629696753
9130,"Aconitine","C34 H47 N O11",-4.23,645.31218,646.31946,18.488,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417060.563051822,NA,NA,NA,NA
1090,"Acridine","C13 H9 N",0.38,179.07357,180.08084,11.403,"mz_cloud",8034405.82830445,4648382.58041156,NA,3550728.82877854,2428822.80092625,6304405.34494301,4048931.25135241,1440971.06314533,5050622.5000038,2425543.8246216,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"Actinobolin","C13 H20 N2 O6",4.78,300.13357,301.14085,8.373,"itn_kps",87076648.8845875,9620383.1102905,NA,NA,NA,65040175.0873418,237467940.453589,NA,52513958.5605478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6264,"Actinobolin_BTM03516","C13 H20 N2 O7",4.82,316.12858,317.13585,7.301,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,1207701.4593309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1778,"Actinonin_BTM02734","C19 H34 N3 O5",-2.92,384.24872,385.256,19.416,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,4303654.01188929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,"Actinonin_BTM02734","C19 H34 N3 O5",-2.64,384.24883,385.25611,17.908,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,NA,NA,2528190.71191276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4218,"Adefovir","C8 H12 N5 O4 P",-4.75,273.06139,274.06867,13.877,"kps_pharmaceuticals_oct22",NA,NA,2242659.86335149,888878.617997029,1007860.09648826,NA,NA,NA,398842.41304252,1051647.72630221,NA,NA,NA,NA,NA,NA,NA,NA,NA
2535,"Adenine","C5 H5 N5",0.9,135.05462,136.06187,1.554,"kps_pharmaceuticals_oct22",NA,NA,NA,2279088.21410505,462212.536205149,2935680.83683876,653418.480639252,NA,546233.367446327,662545.273523065,NA,NA,1100595.27177679,NA,3784070.89685299,1189230.08308995,NA,NA,642521.317934313
3010,"Adenine","C5 H5 N5",0.67,135.05459,136.06186,3.5,"kps_pharmaceuticals_oct22",3168045.96716761,718806.7924468,NA,NA,NA,NA,NA,NA,NA,NA,740559.906649611,NA,NA,NA,NA,NA,NA,NA,NA
7407,"Adrenochrome","C9 H9 N O3",0.33,179.0583,180.06559,4.567,"kps_pharmaceuticals_oct22",NA,NA,948919.10095975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9121,"Afzelin","C21 H20 O10",-0.05,432.10562,433.1129,12.424,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420752.383850632
2552,"Albendazole oxide","C12 H15 N3 O3 S",0.42,281.08353,282.09081,10.541,"kps_pharmaceuticals_oct22",1394058.5620262,NA,NA,NA,NA,937307.235992001,3756751.46453466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2460,"Alfacalcidol","C27 H44 O2",0.17,400.3342,401.34146,23.483,"kps_pharmaceuticals_oct22",1647941.56727102,753173.665509842,NA,NA,404779.655826374,1270322.47515527,3903359.95558198,NA,NA,481798.428750784,144931.866622136,NA,NA,NA,369404.190850575,NA,NA,166133.141094746,NA
5724,"Allobarbital","C10 H12 N2 O3",0.02,208.0848,209.09207,3.425,"kps_pharmaceuticals_oct22",NA,NA,441440.764389751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3486,"Allobarbital","C10 H12 N2 O3",0.12,208.08482,209.09209,2.884,"kps_pharmaceuticals_oct22",NA,NA,NA,415093.909119348,603750.297984237,NA,NA,NA,NA,2731401.84143738,NA,NA,NA,NA,NA,NA,NA,NA,NA
