"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","feedpump","newdry","olddry","centrin","digesterC","digesterA","digesterB","digesterD"
4055,"UR-144","C21 H29 N O",0.55,311.22509,312.23236,20.1,"kps_cannabinoids",NA,NA,NA,6337583.29994433,NA,NA,NA,NA
3096,"UR-144","C21 H29 N O",0.32,311.22501,312.23229,20.242,"kps_cannabinoids",4105231.80228589,NA,13698640.5043286,NA,NA,NA,NA,NA
2216,"Ubenimex","C16 H24 N2 O4",0.4,308.17373,309.181,13.018,"itn_kps",NA,NA,NA,12011225.3690465,NA,NA,NA,9980836.63390258
1490,"Ulimorelin","C30 H39 F N4 O4",1.72,538.29646,539.30374,11.987,"kps_pharmaceuticals_oct22",NA,NA,NA,27888498.3979295,NA,NA,NA,NA
2770,"Ulimorelin","C30 H39 F N4 O4",-2.73,538.29406,539.30134,24.366,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,4048011.86838862,NA
928,"Ursodiol","C24 H40 O4",0.07,392.29269,415.28195,21.743,"kps_pharmaceuticals_oct22",40727636.2164465,NA,NA,NA,NA,NA,NA,NA
1867,"Valpromide","C8 H17 N O",0.35,143.13106,144.13834,15.264,"kps_pharmaceuticals_oct22",28017620.7635682,NA,NA,NA,NA,NA,NA,7571103.2180208
1735,"Vatiquinone","C29 H44 O3",-0.05,440.32902,441.3363,22.403,"kps_pharmaceuticals_oct22",NA,15197412.3670881,8954710.55634209,12788494.4938578,16462263.6041092,21395269.2191292,19116662.3643246,13644944.4600986
2734,"Velusetrag","C25 H36 N4 O5 S",1.23,504.24126,505.24854,20.179,"kps_pharmaceuticals_oct22",755639.858043627,15425873.3802111,15432648.4187483,11905550.643096,13458878.1066216,NA,2382076.20887862,12647525.7940418
2002,"Veratramine","C27 H39 N O2",0.13,409.29813,410.30541,18.766,"mz_cloud",NA,NA,25290318.571853,NA,NA,NA,NA,NA
339,"Vitamin D","C27 H44 O",0.14,384.33927,385.34653,24.877,"kps_pharmaceuticals_oct22",56861967.9591148,16318357.0053984,NA,69579225.5603666,NA,52915537.9291014,53787261.4772444,33173990.6217306
2092,"Warfarin Alcohol","C19 H18 O4",-4.04,310.11925,311.12653,19.032,"kps_pharmaceuticals_oct22",NA,NA,4095424.62238678,23861051.7738324,NA,NA,NA,NA
117,"Xanthohumol","C21 H22 O5",0.24,354.14681,355.15408,20.884,"mz_cloud",NA,3396480.51913674,3291536.15619938,2667273.39943425,3120809.81141209,NA,NA,NA
793,"Xanthohumol","C21 H22 O5",0.4,354.14686,355.15414,20.068,"mz_cloud",2887531.88489639,NA,NA,NA,NA,25922843.2059315,23302524.8790001,34565158.3404246
512,"Xibornol","C18 H26 O",-0.18,258.19832,259.2056,22.365,"itn_kps",11854470.5485328,51356249.4107867,62358812.365856,41781053.3523872,51877942.7058678,92460464.6309985,82615057.968405,46483812.5135927
1938,"Z-Pro-Prolinal","C18 H22 N2 O4",0.58,330.15815,331.16543,16.781,"kps_pharmaceuticals_oct22",NA,NA,25536144.5368703,NA,NA,7569150.77821201,11453439.2095582,NA
3799,"Zanamivir","C12 H20 N4 O7",1.29,332.13363,333.1409,18.903,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,3480313.67690546,NA,NA
1385,"Zicronapine","C22 H27 Cl N2",0.86,354.18658,355.19389,18.536,"kps_pharmaceuticals_oct22",NA,18064956.1565065,NA,20052078.3158359,NA,18930908.717743,19307431.5469125,NA
2976,"Zicronapine","C22 H27 Cl N2",0.87,354.18659,355.19392,17.723,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,14564871.0204251,NA,NA,13210154.3299317
895,"Zimeldine","C16 H17 Br N2",0.76,316.05775,317.06503,1.558,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,NA,28404981.9405371
1166,"[(2R,2'S,4'aS,5'R,5''S,6'R,8'aS)-2'-(acetyloxy)-5''-(furan-3-yl)-6'-methyl-2'',8'-dioxo-octahydrodispiro[oxirane-2,1'-naphthalene-5',3''-oxolane]-8'a-yl]methyl acetate","C24 H28 O9",-0.47,460.17312,483.16226,18.47,"mz_cloud",NA,NA,NA,5313420.97666007,NA,NA,NA,NA
4445,"[3,2-c]Pyrazole-androst-4-en-17β-ol","C20 H28 N2 O",0.48,312.22031,313.22759,22.091,"mz_cloud",NA,NA,6351274.69037825,NA,NA,NA,NA,NA
1685,"[5-(2-thienyl)-3-isoxazolyl]methanol","C8 H7 N O2 S",0.08,181.01976,182.02704,10.351,"mz_cloud",NA,24372673.9768977,15762824.0725472,16563319.014645,23070512.5210708,30793643.3383039,NA,17146534.4139087
686,"alpha-Hydroxybenzeneacetonitrile","C8 H7 N O",0.6,133.05284,134.06012,9.75,"kps_pharmaceuticals_oct22",NA,44053472.2444674,NA,NA,NA,NA,NA,NA
2565,"alpha-pyrrolidinovalerophenone","C15 H21 N O",-0.09,231.16229,232.16957,17.755,"kps_psychoactive_substances_v2",NA,NA,NA,11246518.3559703,NA,NA,NA,NA
1419,"alpha-pyrrolidinovalerophenone","C15 H21 N O",-0.11,231.16229,232.16956,18.017,"kps_psychoactive_substances_v2",NA,6706255.55205742,NA,NA,NA,9545715.53604926,8365397.62531879,NA
675,"alpha-pyrrolidinovalerophenone","C15 H21 N O",-0.07,231.1623,232.16957,18.481,"kps_psychoactive_substances_v2",24761247.047492,NA,14477591.2315471,NA,NA,NA,NA,NA
1006,"cis-12-Octadecenoic acid methyl ester","C19 H36 O2",0.49,296.27168,297.27895,23.148,"mz_cloud",49555439.2612973,3246447.97329461,7964041.54221981,9138635.85389894,NA,NA,NA,7067796.79067509
4205,"ethyl 1-[4-(tert-butyl)phenyl]-5-cyano-4-methyl-6-oxo-1,6-dihydropyridazine-3-carboxylate","C19 H21 N3 O3",0.42,339.15843,340.16571,22.367,"mz_cloud",NA,NA,NA,NA,NA,NA,7774337.01417331,NA
545,"ethyl 3-amino-1-[6-(4-methylpiperidino)pyridazin-3-yl]-1H-pyrazole-4-carboxylate","C16 H22 N6 O2",1.18,330.18081,331.18809,19.591,"mz_cloud",NA,NA,NA,5185685.3752627,NA,NA,NA,NA
1509,"mesityl (4-methylphenyl) sulfone","C16 H18 O2 S",-0.05,274.10274,275.11,18.963,"mz_cloud",NA,NA,NA,35772031.6353367,NA,NA,NA,NA
1533,"mesityl (4-methylphenyl) sulfone","C16 H18 O2 S",-0.11,274.10272,275.10999,19.05,"mz_cloud",NA,NA,NA,NA,NA,29639303.5535702,18495626.3781958,NA
1478,"mesityl (4-methylphenyl) sulfone","C16 H18 O2 S",0.05,274.10276,275.11004,18.167,"mz_cloud",NA,NA,NA,NA,17796694.534088,NA,NA,18527797.5641828
1277,"mesityl (4-methylphenyl) sulfone","C16 H18 O2 S",-0.03,274.10274,275.11002,18.81,"mz_cloud",NA,3489637.54409835,43343904.5151333,NA,NA,NA,NA,NA
1816,"{2-[(3S)-3-(1-Methyl-1H-benzimidazol-2-yl)-1-pyrrolidinyl]-2-oxoethoxy}acetic acid","C16 H19 N3 O4",0.76,317.1378,318.14507,16.306,"mz_cloud",NA,NA,16533864.420007,NA,NA,NA,NA,NA
