"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","lysimeter_control_op_260122","thailand_sample_8","landfill_eg_0_3y","landfill_eg_3_10y","landfill_eg_y104","landfill_op_y104","lysimeter_control_eg_171221","lysimeter_control_eg_250122","lysimeter_control_op_171221","lysimeter_eg_03y_171221","lysimeter_eg_03y_250122","lysimeter_eg_0_3y_14062022","lysimeter_op_10y_140622","lysimeter_op_10y_171222","lysimeter_control_op_140622","lysimeter_eg_3_10y_171221","lysimeter_op_0_3y_171221","thailand_sample_7","crh_fst1","crh_fst5","crh_inlet","lysimeter_eg3_104_140622","lysimeter_eg3_104_250122_20221003231510","lysimeter_op3_104_140622","crh_fst2","crh_fst3","crh_fst4","lysimeter_control_eg_140622","lysimeter_eg104_140622","lysimeter_eg3_104_250122","lysimeter_eg_104_171221","lysimeter_op0_34_140622","lysimeter_op_0_3y_250122","lysimeter_op_3_10y_171221","lysimeter_op_3_10y_250122","lysimeter_op_7104_250122","thailand_sample_1","thailand_sample_2","thailand_sample_3","thailand_sample_5","thailand_sample_6","thailand_sample_4"
968,"Atreleuton","C16 H15 F N2 O2 S",4.38,318.08522,319.09252,8.499,"kps_pharmaceuticals_oct22",NA,5567734.31472903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6623514.21204295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7934,"Azosemide","C12 H11 Cl N6 O2 S2",-0.66,370.0071,371.01437,12.765,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,225048.412419119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6316,"BB-22 3-Carboxyindole metabolite","C16 H19 N O2",0.59,257.14173,258.14901,11.168,"mz_cloud",NA,NA,NA,521732.726215541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2101,"Bacfeed","C12 H18 N2 O7",0.38,302.11152,303.11881,1.386,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,1561727.27572562,NA,NA,NA,NA,NA,NA,NA,NA,NA,1508012.52437711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100480.467504623,NA,NA,NA,NA,NA,1635526.56781092,NA,NA,NA,NA,NA,NA,NA,NA
2218,"Bacilysin","C12 H18 N2 O5",0.61,270.12174,271.129,6.267,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,2864621.49871872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2287,"Bacilysin","C12 H18 N2 O5",0.46,270.12169,271.12897,1.373,"kps_pharmaceuticals_oct22",589614.630631759,NA,NA,NA,NA,NA,NA,244684.033222203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317472.227883235,NA,1004876.11613605,NA,NA,NA,NA,NA,NA,NA,NA
6252,"Balapiravir","C21 H30 N6 O8",0.57,494.21279,495.22007,17.25,"kps_pharmaceuticals_oct22",NA,NA,584981.451370513,NA,NA,NA,NA,NA,NA,563308.934871789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658753.76124645,NA,NA,NA,NA
1428,"Barbital","C8 H12 N2 O3",-0.03,184.08479,185.09207,1.311,"kps_psychoactive_substances_v2",583340.214072002,NA,NA,621525.324831241,708067.451653342,4568062.96777715,2304819.05599473,264425.110461184,1449008.04346245,2526484.51853195,884331.865916737,636680.735000021,NA,1036344.13153853,458219.019134686,1121878.15074467,1239867.50654636,NA,NA,NA,NA,NA,NA,247609.059645001,NA,NA,NA,349094.973216131,NA,332348.208276941,271556.165596304,441017.112658688,487599.312888051,1273445.447914,NA,316985.874772673,NA,NA,NA,NA,NA,NA
476,"Barbital","C8 H12 N2 O3",0.07,184.0848,185.09208,2.798,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13148714.9611146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4808,"Basic Violet 1","C24 H27 N3",0.16,357.22056,358.22783,16.194,"mz_cloud",NA,1100807.03653826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5776,"Beloranib","C29 H41 N O6",0.29,499.29353,500.30082,19.298,"kps_pharmaceuticals_oct22",NA,NA,NA,789490.257892684,NA,NA,NA,NA,NA,369153.784415917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6599,"Benmoxin","C15 H16 N2 O",0.49,240.12638,241.13365,14.237,"kps_pharmaceuticals_oct22",NA,NA,NA,337247.124658511,NA,NA,NA,NA,NA,NA,234080.678052983,204573.277175958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102537.579921425,NA,NA,NA,NA,NA,NA,NA,NA
8115,"Benoxinate","C17 H28 N2 O3",1.24,308.21037,309.21765,9.787,"kps_pharmaceuticals_oct22",NA,NA,NA,182802.172009368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2917,"Bentos","C16 H21 N O4",0.81,291.14729,292.15457,13.555,"kps_pharmaceuticals_oct22",NA,1993478.08057388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2126291.37190707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2097,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",0.14,181.1103,182.11758,8.106,"kps_psychoactive_substances_v2",NA,NA,3044540.0440722,2663677.3767949,433648.386104034,NA,882321.523393237,NA,NA,1444208.13814466,309758.546397367,288202.697706617,NA,NA,NA,172984.763669167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2285,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",0.16,181.11031,182.11758,13.32,"kps_psychoactive_substances_v2",NA,1469801.64754379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2778737.87978592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3153,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.42,151.09978,152.10705,6.404,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1930541.17928341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2084,"Benznidazole","C12 H12 N4 O3",0.54,260.09108,261.09836,4.963,"kps_pharmaceuticals_oct22",NA,3070724.02653436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2946234.96845938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085,"Benzocaine","C9 H11 N O2",0.21,165.07901,166.08629,2.43,"kps_pharmaceuticals_oct22",NA,5736456.46606955,NA,747802.503792887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5976017.49087614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2095,"Benzocaine","C9 H11 N O2",0.1,165.079,166.08627,1.352,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,635697.311164837,NA,NA,167192.640351687,NA,NA,NA,218285.195427769,NA,NA,NA,NA,531440.632372396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147601.628396834,NA,146174.038820787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,"Benzocaine","C9 H11 N O2",0.15,165.079,166.08628,2.902,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,3710465.11910801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,"Benzocaine","C9 H11 N O2",0.21,165.07901,166.08629,1.863,"kps_pharmaceuticals_oct22",1596981.44012352,NA,NA,NA,NA,NA,NA,NA,4248797.21141656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3389264.63873208,NA,NA,NA,NA,NA,NA,NA,NA
1364,"Benzocaine","C9 H11 N O2",0.17,165.07901,166.08628,5.537,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,4809688.87573873,534931.755364613,NA,NA,NA,NA,808898.530002568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362637.291114449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856,"Benzocaine","C9 H11 N O2",0.17,165.07901,166.08628,4.416,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584903.399356167,NA,NA,NA
1350,"Benzocaine","C9 H11 N O2",0.2,165.07901,166.08629,8.426,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155134.852622545,NA
3919,"Benzoguanamine","C9 H9 N5",0.14,187.08582,188.0931,7.49,"mz_cloud",NA,NA,NA,1470597.10440696,NA,195201.810282272,295007.495369022,309139.646258905,NA,431938.10181645,725009.003186205,729007.106869982,NA,NA,NA,NA,396018.037702589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221112.417277291,NA,NA,NA,159531.970794188,182470.537699773,NA,NA,NA,NA,NA,NA,NA,NA,NA
2777,"Benzoin","C14 H12 O2",0.17,212.08376,213.09104,13.762,"kps_pharmaceuticals_oct22",NA,NA,NA,2257118.47948245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7680,"Benzoin","C14 H12 O2",0.13,212.08376,213.09103,11.763,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281265.71249942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2646,"Benzoyl peroxide","C14 H10 O4",0.51,242.05803,243.06531,11.613,"kps_pharmaceuticals_oct22",NA,NA,NA,2385090.9323597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6754,"Benzoylpas","C14 H11 N O4",0.47,257.06893,258.07621,5.461,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,523396.892657068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,"Benzyl alcohol","C7 H8 O",0.6,108.05758,234.14897,8.985,"kps_pharmaceuticals_oct22",NA,NA,NA,12398863.3330286,NA,NA,1189385.4592145,NA,NA,3790576.22541523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331,"Beraprost","C24 H30 O5",0.17,398.20939,399.21667,12.303,"kps_pharmaceuticals_oct22",NA,NA,NA,4965241.23299934,NA,NA,NA,NA,NA,462537.561615008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3532,"Berberine","C20 H18 N O4",4.33,336.12504,337.13231,18.234,"kps_pharmaceuticals_oct22",NA,NA,563356.986524268,NA,NA,NA,705600.402462508,1684819.82261728,NA,1334290.01712769,1542953.31585779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4975,"Berberine","C20 H18 N O4",4.38,336.12506,337.13233,16.544,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041167.97212136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6747,"Berberine","C20 H18 N O4",4.35,336.12505,337.13232,17.446,"kps_pharmaceuticals_oct22",NA,508539.603478927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7224,"Beta-Methyllactoside","C13 H24 O11",3.19,356.133,357.14027,19.501,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,402319.214161392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180949.660066677,NA,305463.335564163,NA,154729.734275792,NA,NA,NA,NA,NA,NA,NA,NA
2441,"Betahistine","C8 H12 N2",0.54,136.10012,137.1074,8.032,"kps_pharmaceuticals_oct22",167090.123847323,NA,479527.024904078,NA,NA,782986.780532573,2024614.39626206,931506.844315756,NA,2589889.07562869,504584.652114613,NA,NA,NA,NA,NA,615715.383391659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172221.540476542,NA,NA,271587.189857234,NA,NA,NA,NA,NA,NA,NA,NA,NA
993,"Betahistine","C8 H12 N2",-4.86,136.09939,137.10739,8.045,"kps_pharmaceuticals_oct22",NA,NA,NA,6471538.31016048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5907,"Bevantolol","C20 H27 N O4",-0.31,345.1939,346.20118,15.773,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,111369.124564419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5690,"Bevantolol","C20 H27 N O4",-0.14,345.19396,346.20125,14.212,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,351088.095461758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328374.993257361,NA,NA,NA,NA,NA,NA,NA,NA
5448,"Bevantolol","C20 H27 N O4",-0.12,345.19397,346.20124,12.67,"kps_pharmaceuticals_oct22",297920.82800144,NA,NA,NA,NA,NA,NA,NA,234165.871761238,NA,286167.958019132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8331,"Bevenopran","C20 H26 N4 O4",-2.5,386.19444,387.20172,20.661,"kps_pharmaceuticals_oct22",NA,108935.718948916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134249.144874543,NA
4582,"Bicine","C6 H13 N O4",0.14,163.08448,164.09176,1.257,"kps_pharmaceuticals_oct22",276518.142596295,NA,NA,NA,NA,NA,NA,161243.406791153,NA,NA,205343.167439129,428589.260735306,357613.493245518,173344.576064617,233347.519249238,279232.414426287,NA,NA,1176913.48615586,681565.320841939,282023.906935023,421761.138730106,330233.531280052,265082.240628428,1122200.97748733,706594.664306088,721695.507581363,246936.752688525,185258.135732401,247925.914759668,548842.823984762,300666.1830123,255019.123884195,NA,618601.661891914,291484.352148589,697112.962495075,391966.065970967,619674.084978319,661559.257998079,281729.740580992,379856.362078647
3242,"Bifonazole","C22 H18 N2",-3.64,310.14587,311.15315,17.938,"kps_pharmaceuticals_oct22",1062830.241422,1425029.07975998,1785511.77604898,1513248.69357179,1690651.55450963,1322125.40803815,1494335.70281998,1870324.27537852,1393455.10973822,1775648.54508762,1676789.20348886,1645394.55761225,1632368.74146353,1744710.52102984,1023959.58228368,1688826.48552493,1406160.74600043,1387155.03685422,1454486.51072243,1221116.98920452,1438982.94482045,1599529.34295049,1021123.15925338,1664301.513962,1411601.80305507,1525898.63783706,1613428.99542727,1185880.23507272,1535184.06736568,1740884.22077672,1026973.61992228,1610087.13304822,1469596.25063748,1605223.27056965,1613742.03262044,1634597.44895031,1470872.70744548,1576911.73558198,1507193.57826794,1451196.56967561,1442148.59018593,1476920.23723788
3809,"Biliverdin","C33 H34 N4 O6",4.85,582.25066,583.25793,18.864,"kps_pharmaceuticals_oct22",NA,NA,NA,1533679.94821543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5689,"Biopterin","C9 H11 N5 O3",0.5,237.08631,238.09358,5.098,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,813058.558434992,NA,374543.84276746,361862.316204713,NA,NA,NA,NA,NA,NA,385350.82782508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281340.996151817,NA,NA,NA,NA,NA,NA,NA,NA
2361,"Biotin","C10 H16 N2 O3 S",0.6,244.08831,245.09558,8.778,"kps_pharmaceuticals_oct22",123056.859681101,2683125.77522156,NA,1970222.85911172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2521255.3018611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8241,"Biotin","C10 H16 N2 O3 S",0.64,244.08832,245.09561,6.522,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158799.531154203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7105,"Biotinyl p-nitroaniline","C16 H20 N4 O4 S",1.44,364.12105,365.12833,20.052,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435141.700412334,NA,286103.642973335,NA,NA,NA,217521.091090541,306492.132916561,288916.485095413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4029,"Biotinyl p-nitroaniline","C16 H20 N4 O4 S",-2.18,364.11973,365.12701,13.06,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,1420493.95192765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",0.46,241.27706,242.28434,11.699,"mz_cloud",2069886.33792112,1435098.91542182,1867057.41395903,NA,2210848.84106379,1508509.64858829,NA,1500815.16001862,NA,NA,1784079.03431833,2206233.71551456,1811935.92136353,2272286.98712427,2462150.45653543,2121815.08092859,NA,1160564.57188302,2450481.38631198,2503455.77830466,2484677.37243522,2498296.09527278,2072935.60379462,2406830.80003291,2485023.1347067,2504401.66685926,2477859.20226754,2360776.8571651,2497129.03010049,2520129.39029573,2336282.50307364,1993909.58622302,1859774.37200323,2169889.07087173,2340997.20408672,2241355.39937251,2162248.42809382,1826148.11290387,2463576.1600123,2091082.64489765,1988782.10676033,2099311.34139907
402,"Bis(2-ethylhexyl) amine","C16 H35 N",0.47,241.27706,242.28434,19.413,"mz_cloud",NA,NA,NA,3081405.39176952,NA,NA,3737597.14760441,NA,NA,15397206.5456427,NA,NA,NA,NA,NA,NA,822507.753466701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,"Bis-napthyl beta-ketophosphonic acid","C22 H17 O4 P",4.66,376.0882,377.09548,8.852,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,205356.229776974,NA,376464.564964294,NA,NA,5921328.51922152,918163.723056272,478067.967047951,NA,NA,NA,688529.885739657,345674.329018036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123323.353298592,NA,1225760.87461183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5579,"Bisindolylmaleimide","C25 H24 N4 O2",-3.04,412.18867,413.19595,9.984,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848884.025588005,NA,NA,NA,NA,NA,NA,105663.4653396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3393,"Bisoprolol","C18 H31 N O4",0.44,325.22545,326.23273,16.704,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1770295.59693469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7974,"Bisoprolol","C18 H31 N O4",0.38,325.22543,326.23271,13.194,"kps_pharmaceuticals_oct22",NA,216100.098739923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7976,"Brasofensine","C16 H20 Cl2 N2 O",0.19,326.09533,327.10261,14.528,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215300.303731443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124762.954735758,NA,NA,NA,121196.000408801,NA,NA,NA,NA,NA,NA,NA,NA,NA
7743,"Brefeldin A","C16 H24 O4",0.59,280.16762,281.1749,11.459,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187177.811285197,NA,NA,NA,NA,NA,NA,NA,NA,NA,232620.498399794,141433.026673815,NA,NA,NA,NA,134225.973433952,109122.999392439,NA,NA,NA,NA,NA,NA,NA,NA,NA,115130.498699673,NA,127520.765293651
6133,"Bretylium","C11 H17 Br N",-2.35,242.05387,243.061,1.369,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141654.133582623,NA,NA,133744.107252257,NA,NA,NA,NA,167048.333120114,NA,NA,NA,NA,NA,NA
7133,"Brivanib","C19 H19 F N4 O3",-1.31,370.14363,371.15091,3.732,"kps_pharmaceuticals_oct22",NA,NA,NA,192162.245302194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2114,"Brivanib","C19 H19 F N4 O3",-1.1,370.14371,371.15099,3.299,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,3016551.13242142,NA,NA,NA,NA,NA,NA,251208.19205114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8197,"Brivanib","C19 H19 F N4 O3",4.22,370.14568,371.15296,19.035,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,142790.63339988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166686.815380204,NA,NA,NA,NA,NA,NA,NA,NA
2240,"Brivanib","C19 H19 F N4 O3",-1.2,370.14367,371.15095,2.725,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315792.753612362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2490,"Brivaracetam","C11 H20 N2 O2",0.22,212.15252,213.1598,11.759,"kps_pharmaceuticals_oct22",NA,NA,NA,2535752.63709067,NA,NA,NA,NA,NA,549352.610848521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3371,"Buclizine","C28 H33 Cl N2",0.75,432.23355,433.24083,14.384,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166046.346869171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
