"","name","formula","category","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","mass_list_match_efs_hram_compound_database","mass_list_match_antibiotics_itn_msca_answer_160616_w_dtxsi_ds","psychoactive_substances","pharmaceuticals_oct22","mass_list_match_itn_kps","mass_list_match_clews_list","ms2","reference_ion","count_2","sample","intensity"
"2549","Beclomethasone","C22 H29 Cl O5","Pharmaceuticals","No match","Not the top hit","Full match",-4.71,408.16843,409.17571,14.364,379357.275205257,12,83.9,9.2,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_023",293831.066116737
"2550","Becocalcidiol","C23 H36 O2","Pharmaceuticals","Full match","Invalid mass","Full match",-0.2,344.271465,367.260655,24.598,60898024.1625493,7,83.9,70,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+Na]+1",7,"sc_002",901642.108632982
"2551","Becocalcidiol","C23 H36 O2","Pharmaceuticals","Full match","Invalid mass","Full match",-0.2,344.271465,367.260655,24.598,60898024.1625493,7,83.9,70,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+Na]+1",7,"sc_007",58514864.4662193
"2552","Becocalcidiol","C23 H36 O2","Pharmaceuticals","Full match","Invalid mass","Full match",-0.2,344.271465,367.260655,24.598,60898024.1625493,7,83.9,70,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+Na]+1",7,"sc_008",12117741.6045647
"2553","Becocalcidiol","C23 H36 O2","Pharmaceuticals","Full match","Invalid mass","Full match",-0.2,344.271465,367.260655,24.598,60898024.1625493,7,83.9,70,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+Na]+1",7,"sc_011",1486354.14159796
"2554","Becocalcidiol","C23 H36 O2","Pharmaceuticals","Full match","Invalid mass","Full match",-0.2,344.271465,367.260655,24.598,60898024.1625493,7,83.9,70,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+Na]+1",7,"sc_014",431984.032370071
"2555","Behenamide","C22 H45 N O","Natural products","Full match","Partial match","Full match",-0.04,339.3501,340.35739,22.075,1380502.15920355,1,78.9,8.9,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",1,"sc_015",884367.799594513
"2556","Beloranib","C29 H41 N O6","Pharmaceuticals","No match","Invalid mass","Full match",0.17,499.29348,500.30075,17.515,707276.369838097,2,43.1,7.2,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_007",699337.601563053
"2557","Benalaxyl","C20 H23 N O3","Pesticides","Full match","Not the top hit","Full match",0.5,325.16796,326.17523,13.905,638014.231208989,3,43.9,60.3,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_008",597172.331067874
"2558","Bendamustine","C16 H21 Cl2 N3 O2","Pharmaceuticals","No match","Invalid mass","Full match",0.44,357.10124,380.09046,10.968,8339155.42165681,8,98.9,9.9,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for other ion","[M+Na]+1",1,"sc_001",7007146.40700067
"2559","Bendiocarb","C11 H13 N O4","Pesticides","Not the top hit","Not the top hit","Full match",0.6,223.08459,224.09185,12.095,2378534.23943287,10,85.2,9.3,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_007",2346589.0824624
"2560","Benfluorex","C19 H20 F3 N O2","Pharmaceuticals","No match","Not the top hit","Full match",4.31,351.14613,352.1534,11.343,9991964.50827572,11,89.2,55.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_008",192574.111722293
"2561","Benidipine","C28 H31 N3 O6","Pharmaceuticals","No match","Invalid mass","Full match",1.23,505.22191,506.22918,16.174,391209.984644914,2,54.2,7.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_007",381008.512632388
"2562","Bentazone","C10 H12 N2 O3 S","Pesticides","Not the top hit","Invalid mass","Full match",0.6,240.057005,241.064235,9.994,1090967.8703164,6,52.95,43.25,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for other ion","[M+H]+1",4,"sc_014",879140.848986879
"2563","Bentazone","C10 H12 N2 O3 S","Pesticides","Not the top hit","Invalid mass","Full match",0.6,240.057005,241.064235,9.994,1090967.8703164,6,52.95,43.25,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for other ion","[M+H]+1",4,"sc_016",89896.0183160559
"2564","Bentazone","C10 H12 N2 O3 S","Pesticides","Not the top hit","Invalid mass","Full match",0.6,240.057005,241.064235,9.994,1090967.8703164,6,52.95,43.25,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for other ion","[M+H]+1",4,"sc_023",387523.356568855
"2565","Benthiavalicarb-isopropyl","C18 H24 F N3 O3 S","Pesticides","No match","Not the top hit","Full match",-2.66,381.15123,382.1585,7.304,522451.806905071,6,86,9.3,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_012",89581.5896819377
"2566","Benthiavalicarb-isopropyl","C18 H24 F N3 O3 S","Pesticides","No match","Not the top hit","Full match",-2.66,381.15123,382.1585,7.304,522451.806905071,6,86,9.3,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_013",463796.200858988
"2567","Bentos","C16 H21 N O4","Pharmaceuticals","Not the top hit","Invalid mass","Full match",-1.06666666666667,291.14675,292.154206666667,11.4533333333333,2259184.45711669,16,78.7333333333333,34.5333333333333,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_007",103836.811078865
"2568","Bentos","C16 H21 N O4","Pharmaceuticals","Not the top hit","Invalid mass","Full match",-1.06666666666667,291.14675,292.154206666667,11.4533333333333,2259184.45711669,16,78.7333333333333,34.5333333333333,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_015",1296164.10588229
"2569","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_001",55266.9681904827
"2570","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_003",128902.4157978
"2571","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_004",120997.798392577
"2572","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_005",198071.244251497
"2573","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_007",700244.32831747
"2574","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_010",477624.206343253
"2575","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_011",582052.76379014
"2576","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_012",139349.562602624
"2577","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_013",325579.235606515
"2578","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_014",425572.568593269
"2579","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_015",485137.213273845
"2580","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_016",147429.528604814
"2581","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_018",562450.484238981
"2582","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_020",800680.055215226
"2583","Benzedrone","C17 H19 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.225,253.146725,254.154015,19.015,1643632.18343781,7,79.45,8.95,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",23,"sc_023",1145813.25881685
"2584","Benzenecarboximidamide","C7 H8 N2","Pharmaceuticals","Full match","Invalid mass","Full match",0.72,120.068835,121.07616,7.484,560188.553358231,5,83.35,9.15,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",3,"sc_009",634662.961297586
"2585","Benzenecarboximidamide","C7 H8 N2","Pharmaceuticals","Full match","Invalid mass","Full match",0.72,120.068835,121.07616,7.484,560188.553358231,5,83.35,9.15,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",3,"sc_014",359527.764459228
"2586","Benzenecarboximidamide","C7 H8 N2","Pharmaceuticals","Full match","Invalid mass","Full match",0.72,120.068835,121.07616,7.484,560188.553358231,5,83.35,9.15,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",3,"sc_015",415399.742687691
"2587","Benzidine","C12 H12 N2","Industrial/Intermediate","Full match","Not the top hit","No results",0.23,184.10009,185.10737,12.533,1133100.61013405,4,92.1,9.6,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_011",39812.3609286892
"2588","Benznidazole","C12 H12 N4 O3","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.45,260.091056666667,261.09834,11.8866666666667,242146.097713757,11,59.9666666666667,46.2333333333333,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_013",143578.102501248
