"","name","formula","category","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","mass_list_match_efs_hram_compound_database","mass_list_match_antibiotics_itn_msca_answer_160616_w_dtxsi_ds","psychoactive_substances","pharmaceuticals_oct22","mass_list_match_itn_kps","mass_list_match_clews_list","ms2","reference_ion","sc_001","sc_002","sc_003","sc_004","sc_005","sc_007","sc_008","sc_009","sc_010","sc_011","sc_012","sc_013","sc_014","sc_015","sc_016","sc_017","sc_018","sc_020","sc_023","count_2"
"359","Adenine","C5 H5 N5","Pharmaceuticals","Full match","Full match","Full match",0.455,135.0545575,136.06185875,6.16975,2369969.45705206,14,88.5125,9.4125,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,3819370.13164862,3195961.56602022,NA,1836311.36798495,881779.476294199,624208.839441206,178572.602987395,NA,1257439.43428065,NA,975324.225201708,3513923.77413327,1021292.66857671,342394.395019004,NA,1032201.42591398,770994.507569123,1199075.12600567,45
"360","Aflatoxin-G2","C17 H14 O7","Natural products","No match","Partial match","Full match",0.42,330.07409,331.08137,16.582,1026587.7201429,6,91.3,60.7,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",308846.369757476,NA,NA,NA,NA,NA,NA,NA,212357.451142445,220969.088465501,NA,1021116.70729887,NA,NA,NA,NA,NA,NA,NA,4
"361","Agomelatine","C15 H17 N O2","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.25,243.12599,244.13332,10.897,3136426.67684931,3,84.9,78.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714771.314799093,1
"362","Albendazole Sulfone","C12 H15 N3 O4 S","Pesticides","Full match","Partial match","Full match",0.44,297.07846,298.08576,12.638,720957.938231896,8,97.2,89.3,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,641643.376997032,284643.938158324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"363","Albendazole Sulfoxide","C12 H15 N3 O3 S","Pesticides","Not the top hit","Not the top hit","Full match",0.42,281.08353,282.09081,11.917,3837661.4467301,12,80.5,9,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1019504.46516767,NA,NA,3685227.00136248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"364","Albuterol","C13 H21 N O3","Psychoactives","Full match","Not the top hit","Full match",0.14,239.152178,240.159454,9.6986,4169077.68838877,20,67,33.52,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,113980.57141104,1034770.07709763,NA,NA,NA,NA,1145408.13353886,NA,NA,NA,1301551.35731717,3010158.46595787,NA,NA,NA,NA,NA,476240.144843948,6
"365","Alcar","C9 H18 N O4","Pharmaceuticals","No match","Invalid mass","Full match",1.18,204.12382,205.13117,12.667,445338.272762623,1,33.7,57.3,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",133985.795763014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"366","Alfacalcidol","C27 H44 O2","Pharmaceuticals","Not the top hit","No results","Full match",0.16,400.33419,401.34145,24.888,3891009.99023712,0,NA,NA,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",193372.318081542,370791.025113575,1340180.4535666,219071.774238504,NA,NA,728179.661708092,283366.129552189,324100.294015169,NA,205544.55974432,210926.286952353,592869.008373667,374528.630828841,NA,180659.472296618,NA,352294.635462799,476010.317238017,14
"367","Alimemazine","C18 H22 N2 S","Pharmaceuticals","No match","Not the top hit","Full match",0.79,298.1506,299.15788,8.821,85939.2211262188,10,90.1,9.5,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,78233.8420346689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"368","Allethrin","C19 H26 O3","Pesticides","Not the top hit","Not the top hit","Full match",0.524,302.188352,307.591996,17.7028,7373181.08983503,62,88.88,78.64,"Multiple matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,1020913.36361488,2381368.38669635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50273.8171856754,NA,NA,5
"369","Allobarbital","C10 H12 N2 O3","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.0925,208.08481,209.0920775,4.45375,1081361.69914005,15,58,44.65,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,469522.338538358,NA,NA,NA,NA,418138.552953145,620055.021535039,556936.712025266,NA,NA,377108.997507561,1353923.71928635,11
"370","Allomycin","C29 H42 N6 O9","Pharmaceuticals","No match","No results","Full match",1.74,618.3024,619.30968,22.083,19245505.4273072,0,NA,NA,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",11064723.8721195,2649029.37034643,NA,2403387.14076451,4188083.73956347,2493363.03665783,2246218.04562589,2563082.72383377,NA,6926719.33053474,3543096.94465566,4241853.80032776,4217237.53611143,2309423.78418531,2487500.10031604,3234028.37888782,4465239.79529127,5676515.27667309,19188510.3691176,17
"371","Allopurinol","C5 H4 N4 O","Pharmaceuticals","Full match","Not the top hit","Full match",0.694,136.038606,137.045882,5.5448,2119608.57845771,10,96.52,72.82,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,3730024.47392215,2032253.07485224,NA,1173751.83739056,706564.1699928,876573.058068122,247005.418478451,NA,755253.353649978,NA,950053.770629531,664562.90521928,188350.829331045,NA,NA,122084.056611973,381252.908210871,351438.833928506,20
"372","Alloxydim","C17 H25 N O5","Pesticides","Not the top hit","No match","Full match",1.355,323.17371,324.180605,15.614,1680770.92747102,4,39.9,23.1,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1168086.38538208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1113680.61655613,2
"373","Allylprodine","C18 H25 N O2","Pharmaceuticals","Full match","No results","Full match",0.63,287.18871,288.195985,18.897,919682.613217845,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",70848.1588470307,NA,NA,NA,NA,NA,NA,NA,437739.126909061,NA,NA,NA,NA,1641377.47897185,NA,NA,519925.564479546,NA,NA,4
"374","Alminoprofen","C13 H17 N O2","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.405555555555556,219.126016666667,220.133302222222,9.15522222222222,4359069.86986494,27,80.5666666666667,21.4222222222222,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,224867.369327619,NA,NA,NA,NA,1303239.31261374,3353452.89155214,NA,390622.616710806,283728.219369946,1524391.5806439,4121268.97771249,5093486.96629602,943880.783356825,NA,NA,NA,1716340.48963212,20
"375","Alosetron","C17 H18 N4 O","Pharmaceuticals","Not the top hit","Invalid mass","Full match",-4.29333333333333,294.1468,295.15407,15.7276666666667,2321973.63361388,18,81.9333333333333,9.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,880491.641103094,NA,NA,197345.719000464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1396649.43921827,NA,3
"376","Alovudine","C10 H13 F N2 O4","Pharmaceuticals","Not the top hit","Invalid mass","Full match",-4.37,244.08487,245.092165,12.61,872521.016219364,5,64.2,27.55,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1282105.42282499,332444.524015135,NA,NA,NA,NA,NA,NA,2
"377","Alpha-Dihydroartemisinin","C15 H24 O5","Pharmaceuticals","Not the top hit","Partial match","Full match",0.5,284.162516666667,285.169413333333,14.1013333333333,1297693.07672914,31,92.5666666666667,24.3666666666667,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",NA,NA,200857.2094027,NA,NA,2680151.36941902,NA,342087.306884727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"378","Alpha-Dimorphecolic","C18 H32 O3","Pharmaceuticals","Full match","Invalid mass","Full match",0.585,296.23532,297.242575,19.674,1144879.65683081,1,30.8,37.8,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",328378.647633283,NA,NA,NA,NA,NA,NA,376822.397310966,735391.529657125,383659.776267326,NA,418783.735850749,NA,NA,337927.638956385,372855.338052158,NA,NA,774006.481659132,8
"379","Alpha-Methyltryptamine","C11 H14 N2","Pharmaceuticals","Full match","Not the top hit","Full match",0.286666666666667,174.115746666667,175.123033333333,12.078,1990118.3842436,9,87.2,9.36666666666667,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,589974.018462352,NA,NA,NA,NA,1257114.16966654,667322.065252903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2940692.8100734,5
"380","Alpha-Zearalanol","C18 H26 O5","Pharmaceuticals","Not the top hit","Partial match","Full match",0.07,322.178046666667,323.185143333333,19.2076666666667,803507.650890906,25,94.7666666666667,9.73333333333333,"Multiple matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",NA,NA,NA,NA,NA,NA,240643.188963815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84263.8317274537,NA,3
"381","Alpha-bisabolol","C15 H26 O","Pharmaceuticals","Full match","Invalid mass","Full match",0.305,222.198435,223.205715,22.2105,32817984.0405278,2,65,8.3,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",NA,NA,NA,NA,NA,1324790.10243384,507416.666472014,63182033.237542,NA,NA,NA,NA,NA,NA,NA,NA,NA,251148.048872756,NA,4
"382","Alphameprodine [INN:BAN:DCF]","C17 H25 N O2","Psychoactives","Not the top hit","Not the top hit","Full match",0.273333333333333,275.188603333333,276.195883333333,18.9203333333333,2866942.39316769,14,73.4666666666667,17.7,"No matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1931467.34884532,667244.882253052,6191197.10118293,410009.944023545,1864594.4077931,5365381.14455559,2871615.06238586,1985005.66832173,206055.37451609,1940872.56899375,1436855.22877871,3755796.24282561,2612673.03498859,2504405.68077201,1120197.82751166,1158383.54499188,NA,2892232.40010621,2410073.75550826,28
"383","Alphanaphthylalanine","C13 H13 N O2","Industrial/Intermediate","Full match","Not the top hit","Full match",0.243333333333333,215.09468,216.10197,8.305,1986989.08419005,10,81.6666666666667,24.1666666666667,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,244627.576100873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957690.850932171,NA,3
"384","Alphaprodine","C16 H23 N O2","Psychoactives","Not the top hit","Partial match","Full match",0.36,261.172972,262.180252,11.6786,10111055.7869301,20,86.35,53.8,"No matches found","No matches found","Multiple matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,395753.459557647,537395.725452297,5200888.20148174,1112871.36097964,NA,201208.658566218,NA,NA,NA,NA,NA,NA,NA,NA,2731095.23765066,NA,6
"385","Alphaxalone","C21 H32 O3","Psychoactives","Not the top hit","Invalid mass","Full match",0.21,332.23521,333.24249,20.275,7732285.61191792,4,87.3,71.8,"No matches found","No matches found","Multiple matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1116394.95093786,NA,1
"386","Alprenolol","C15 H23 N O2","Pharmaceuticals","Full match","Partial match","Full match",0.329,249.17296,250.180254,14.5363,15756852.0848602,53,83.74,14.71,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",342104.138653697,539253.2598617,6681349.74296114,559584.827146359,180540.719422066,47829934.9412952,5569174.7824714,16336640.7085652,NA,NA,NA,NA,4133165.09963326,5834829.71339865,775669.189389557,224093.895831924,345198.872357675,7002564.40909188,8766084.45695215,28
"387","Alternariolmethylether","C15 H12 O5","Natural products","No results","Full match","Full match",0.5925,272.068635,273.075925,15.25075,574801.491442404,44,89.25,51.45,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",222193.421842027,NA,NA,NA,NA,NA,NA,NA,87233.66524443,20642.9723880486,168854.064829127,NA,NA,NA,NA,NA,145596.189131814,NA,NA,5
"388","Altrenogest","C21 H26 O2","Psychoactives","Not the top hit","Not the top hit","Full match",1.495,310.19374,311.201125,19.541,2439280.04857562,10,95,9.8,"Multiple matches found","No matches found","Multiple matches found","Multiple matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",NA,NA,1034833.37742496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1159987.94031839,NA,NA,NA,NA,2
"389","Amantadine","C10 H17 N","Pharmaceuticals","Full match","Partial match","Full match",0.495,151.136175,152.14345,7.7125,973793.398833993,1,61.6,8.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,140040.503888396,NA,NA,NA,NA,NA,NA,NA,993661.017136221,NA,NA,NA,NA,NA,2
"390","Amastatin","C21 H38 N4 O8","Pharmaceuticals","No match","No results","Full match",-2.85,474.26761,497.25686,10.3755,3715574.89293378,0,NA,NA,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for other ion","[M+Na]+1",NA,NA,3482087.29912581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4910031.82018959,1352184.01433928,NA,NA,5310636.5811386,NA,5
"391","Ambenonium","C28 H42 Cl2 N4 O2","Pharmaceuticals","No match","No results","Full match",-4.025,536.266325,269.140495,21.289,3267686.40044963,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+2H]+2",NA,NA,2419176.02125833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1164166.57335724,NA,NA,2351468.24270772,1100348.49045001,5
"392","Amdoxovir","C9 H12 N6 O3","Pharmaceuticals","Not the top hit","Invalid mass","Full match",1.485,252.09746,253.1047375,11.142,1275579.45977579,50,88.35,25.525,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,459985.034672105,1395586.24193853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"393","Ametryn","C9 H17 N5 S","Pesticides","Not the top hit","Full match","Full match",0.56,227.12059,228.12786,14.535,14146642.5993287,3,98,98.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13738448.0312652,NA,NA,220399.855567243,NA,2
"394","Amfepramone","C13 H19 N O","Pharmaceuticals","Not the top hit","Full match","Full match",0.072,205.14668,206.153952,7.8512,974251.01534,51,84.04,67.3,"Single match found","No matches found","Single match found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,411197.690191234,NA,NA,NA,NA,NA,408862.356462221,696154.20966565,NA,NA,311709.912575799,NA,1750985.50541154,470415.269520308,NA,NA,NA,NA,7
"395","Amiclenomycin","C10 H16 N2 O2","Pharmaceuticals","Full match","No results","Full match",-0.03,196.121171666667,197.128473333333,8.46066666666667,2916505.42225851,7,57.35,64.225,"No matches found","No matches found","No matches found","Single match found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",NA,145418.322870954,NA,NA,243181.323608876,NA,NA,1660792.26988865,NA,1659904.2387836,NA,NA,918014.60398402,NA,NA,NA,1717520.81353597,NA,1941235.51885682,11
"396","Amifloxacin","C16 H19 F N4 O3","Pharmaceuticals","Full match","Invalid mass","Full match",3.242,334.145204,335.15248,17.9708,3754698.84225113,47,79.56,8.96,"No matches found","Single match found","No matches found","Multiple matches found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",1654679.3114225,761818.092047225,1390820.75728609,NA,5269006.74686903,2349981.93425744,1470316.44024481,1324711.33783887,201412.825800517,361679.417046032,NA,NA,1963347.16628174,3156182.56368524,426042.371971502,110762.639740932,7689953.47484227,5565165.93248153,3359028.83308021,23
